MDS1,MDS2,MDS3
-0.16164774956749747,0.013302756196546368,-0.12186391926212414
-0.05102449104959721,-0.08762780994905583,-0.024395758855019985
-0.15144837031272906,0.044531251283807194,-0.02623233773311995
0.009377935479579685,-0.009813463105972049,0.14530571520347374
0.15079825093683097,-0.02946313685663134,0.046616366752415685
-0.14451762787441616,-0.02531809219315852,0.0981292852304207
-0.10928662654566522,-0.11688442320006508,0.10586883126278568
-0.11770301057417545,0.0323321711247261,0.07015601175947124
-0.027487896909651574,0.14468710778522592,-0.03216360226171709
-0.018209721707954332,0.14989566733788,-0.07261353389327126
0.09005428428924399,-0.0021663626084047847,-0.12847884710849306
0.16745976226745496,-0.07642755079706863,-0.031050763204642725
-0.02509863785662485,-0.1071020685038116,0.14371498014200973
-0.05803473564100982,-0.09325947040266896,0.13430853677904397
-0.1218879164552065,0.02994256746338869,-0.13058669757742494
0.039735463207393476,-0.20800372109090373,-0.017817467725660837
0.018443457404142768,-0.10714800967072673,0.12736516300519615
0.041770462664624065,0.026832792133047338,0.1364635137424296
0.01205569569949017,0.11968888539416203,-0.08943544720336893
-0.11575723984981055,-0.02432270205698351,0.09757028796845796
-0.06975820800204716,-0.03566399463428498,0.1237462502854856
-0.11883846484769882,-0.030295606381644965,0.14812080093438476
-0.08395965319790673,0.15869529634887677,-0.026877944312870064
0.0478981378458402,0.18496537324486734,-0.025895784645774397
-0.10816940218877479,0.13839110717635794,0.028921348795220736
0.03277346006847555,0.07557106065113499,-0.15876108371178407
-0.04399716851125163,-0.1902437563528862,0.05748317100182378
0.050639567908017075,0.05390890038833661,-0.20668159100204736
-0.07974574047966837,-0.053560236745275186,0.1619993792323325
0.03513714889168223,0.1487037170865847,-0.10574134953099945
-0.19948448323815854,-0.03623433047183951,0.0004120380639557913
-0.010214815943097035,-0.041895483918903235,-0.22813132190010038
-0.025823689109537137,-0.057708471115866536,-0.18554199206962593
-0.1247153129681676,0.020665082383686407,0.11941429252075125
-0.007682874527150038,0.1825924314164875,0.22928840117959606
-0.03350485191344418,0.20963283670167587,0.2139191946772529
-0.03939707648020565,0.13452531428504233,0.18534194586853533
-0.06053019706236708,0.09340403823295283,0.12056651946921525
-0.05142858065204985,0.13096240740017967,0.08733033649200043
-0.05668911975545804,0.1319629232604339,0.014975955005471024
-0.03203282808535125,0.12517376469819488,0.011904015978770723
-0.10935787042099275,0.08952804575266407,0.08338447769209087
0.06566079499242788,0.13870766835176748,-0.10160065804689053
0.009263343174441982,0.12269043244428131,-0.14082831741462445
-0.15229102261381214,-0.09571006784935229,0.06719702432224514
-0.11631483842102419,-0.17012532636552102,0.020497600108479706
-0.120233814841036,-0.09977325004923014,0.07771912609006196
-0.16504113027638065,0.031094775653841982,0.06236964867127625
-0.04590293777156228,0.042293515028088605,0.17825409383821528
-0.03196962172001524,0.028337686596331062,0.09498286575337615
0.12619696404963385,-0.05569197335289627,-0.17439011169752075
0.045990487325422685,0.012479125495937729,-0.19016895964186606
0.08216956787058995,0.019543582412384318,-0.14961287721838798
0.08532325605361724,-0.08456363067489561,-0.014820703364880101
0.06293566704885457,0.05178016576702689,-0.1507318339211947
0.06591603432546728,0.11704524487731768,-0.04012750502587387
-0.08029914887820118,0.0692606035629582,0.08258697846806003
-0.15385874230361676,0.05181399886318538,0.019505482311527135
0.024288232355834053,-0.028430593834506416,0.1548049423335613
-0.12334974850172067,0.10695368235864551,0.0016958192167725171
-0.011180672776777664,-0.044067658138267074,0.1515051561977194
0.08849023774514496,-0.04908548371628747,0.10964063340581821
0.13827830008762348,-0.035284497762114175,0.0700968818920045
-0.05049792872099881,0.0019891068312547777,0.13832292346311756
0.14044402899283912,0.043599124906151,0.006080738820714739
-0.06875585949457694,0.19760894563482026,0.1564361914577893
0.04427078901137566,0.2101953916159267,0.1532511467904165
0.008141834194635983,0.1092824124083131,0.21184687544376124
0.07068768724562892,0.11511508030086183,0.1766801967186417
0.08144859619954158,0.14630567909174919,0.19626218840897683
0.013040900118307793,0.17375116186058195,0.1585511214986513
-0.000863144490380911,0.19373114513010828,0.0845912262143203
-8.650025062504802e-05,0.17405790595670562,0.08825003705695819
0.07785151506194385,0.08802146953019424,0.08872057396793404
-0.06196545789779295,0.1783439339913085,0.05550933444602088
0.0024566304466482514,0.18473494791714692,-0.07899165610657358
0.1540128555760724,-0.08996413619826424,0.07108524191055955
-0.007794356614677023,-0.11073084290433977,0.10325240107863401
-0.11554749634674624,0.09456821723032939,-0.058752782549066025
-0.125372366226459,0.0889705321637508,-0.06964817488882796
0.05039561270704054,-0.004262131506124565,0.07267204434840711
0.01893486237218974,0.03014614038472168,0.06422563984885991
0.010175843333832726,0.10208222474157473,0.06941760811418772
0.1194285198611131,0.09592964186955631,0.102749035002516
0.1353546317584806,0.12213776331356524,0.0349150001061898
0.04453150749628583,0.1472754339549464,0.04869214315908476
0.06541586515216027,0.03893791408929524,0.18635890454104068
0.17441986421710284,0.022741341392547316,0.07337189069828004
0.18975296104177924,-0.00886666355641033,0.024514807709015533
0.15716161534047432,0.06630600872295755,0.04854941843158229
0.12998985546619818,0.035422636044953215,0.12183258462171265
0.1656017059740797,-0.01355478635801465,-0.026407378720453577
0.16444003090841391,-0.0804579017568038,0.013518973285544895
0.06843223834144758,0.14717784771096223,-0.020459654202012283
-0.024436635287063715,-0.022380975712427805,0.1700054623625647
-0.17863431441276004,-0.0022687759138762306,-0.01615534108507035
-0.0826060174473576,0.06165873760983999,-0.1564742510731164
-0.14179186593936924,-0.014118631606815396,-0.06510096958627984
-0.17346456826784806,-0.03911783116168975,-0.019737713405500686
-0.12027283099103647,-0.02877989367186434,-0.15993047036292204
-0.14648827030721334,-0.12295244121385628,-0.12876231961596185
-0.016581061028002244,-0.16910013125855536,0.11223728141244443
-0.02038074278350502,-0.1653360470128271,0.10111958131769536
-0.0584553351652933,-0.014419109923242386,-0.1526307871352309
-0.0942493044512633,0.03973146116554469,-0.0041500062462481654
0.10848599986765668,0.04798526445592413,-0.08851273943885994
-0.14811491275198538,-0.13314209690378287,-0.02229101456753305
0.12359860836471859,-0.012564663083016106,-0.10523002679784249
0.13868747959061956,0.09115300763691152,-0.026974205574310618
0.12066672481451372,0.02424620150002982,-0.12873212264868647
-0.03239031586172115,-0.12369738723432508,-0.19533789105283453
-0.1446287544640869,0.06736700303202055,0.09897724428716213
0.05141569894161108,0.13593864170919126,0.08065891598039329
-0.09125572366866941,0.13983400534554244,0.10263295644433157
-0.12662443632766204,0.10036701963344473,0.05701747722726309
0.02723099474503232,-0.02000259502076692,-0.18310991812571656
-0.07989590348956878,0.07718841547188772,-0.06517924543946003
0.11397182683944419,0.11587562555270925,-0.07338219205809007
-0.0631353750681006,0.1169397178053682,-0.09524774682494437
-0.04446368972476208,0.11167398513095643,-0.10272308982525435
-0.046989898723122196,0.0734277082654724,-0.09695126214752733
-0.02890270035047144,0.02078059471445925,-0.1822539408478739
0.03906003091102626,-0.07161574761562305,-0.1996227024770119
-0.1517003150318596,-0.017554371108554644,-0.09389096271299421
-0.09942653087738094,0.0603220895128824,-0.08853512042697102
0.013306498193323024,0.035566364710552696,-0.12098737189506113
0.11852452621033813,-0.07433208641696543,-0.13288263966442523
0.11492565547144543,-0.17940829170569247,-0.03732360118397516
0.04420538867418866,0.06969441247719341,-0.007792580824224753
-0.014873970053425951,0.05839596481933302,0.12982232712407082
0.09152700718501927,0.1295401888490203,0.06575967367866059
0.0923041302379876,0.05154497604461113,0.1290788026366502
0.13008251722984976,-0.1309881318474225,0.05084075819263704
0.12273919701176185,-0.0768885279422828,0.11911212792746172
0.10185644660156623,0.09756812781356443,-0.11668538775657401
0.15530958562815353,0.02790816578345401,-0.07748276714139671
0.15763442008434986,0.011935135797296008,-0.06490134708427658
0.13884910891420865,0.07788118600662233,-0.05109817058099833
0.1746254024261549,0.06323977349720562,-0.02776826947626375
0.0056250160264134045,-0.10997465088858605,0.1515851791953136
0.1421849664916668,0.040928917950048896,-0.10438484660071827
0.06684395056134788,-0.12836886514412058,0.07224233112557935
-0.03877291582042689,0.08712989719535799,-0.14016008183443893
-0.14580179125999337,-0.118251220277527,0.0029758503288458142
0.16602661324848406,-0.032591834826361035,-0.0803662512216968
0.09721584785490624,0.004899263605567183,0.1359263718644311
0.12391518431716823,0.15234300341699714,0.09179948262553668
0.13438000889946988,0.13932397836819002,0.05410935877007752
0.10337854015891915,-0.11475797205423326,0.04653618807270775
0.02593119046559685,-0.08321591104396577,-0.1688536764016679
0.11809809074402602,0.05506866733372894,0.015868688170284667
0.14019075926333843,0.046420435857713015,0.09591994137022619
-0.13585248708382797,0.1021773048419977,-0.022887887076424758
-0.07792058195297769,-0.059725079583952505,0.08576918035005698
0.020966802393238507,-0.1820004021004687,0.0650065430503911
-0.013441140108929061,-0.21988565943964666,-0.017990735281324423
-0.0503925610009526,-0.022292248707240413,-0.19451302099533171
0.08924820313924572,-0.10242169847885178,0.10149639753059325
0.06659263142008823,0.06178943722467145,-0.10789166130378441
0.02822771271912906,0.06398688385427839,-0.06867788191374362
0.03191279085460402,0.17989333305329713,-0.009573024577869063
0.10447430889829103,-0.042789018656936004,0.16270491715750934
-0.16358995426295672,-0.11400332965245626,0.0278690982590052
0.16078738945438267,-0.03906510811319132,-0.025671690367710966
-0.0868470301936455,0.025267172978185794,0.1471206696357236
-0.04507037603924908,0.16885220889579322,-0.05308532020914194
0.09422053007825933,-0.039054719821455225,-0.05782152132649141
0.013254561932936898,0.04169621409241806,0.17658598240708193
0.05534847535445754,0.24057777629123803,0.26046958315963326
0.06387301127282803,0.23691704079282322,0.21610819588694266
0.03735452839555826,0.07656142725773953,0.14506749572173305
0.11961375532100706,0.05512509263410373,0.0748678427749348
-0.07966146246554263,-0.17818829004485712,0.057763415879703
-0.14983805486420435,-0.07402541947177083,-0.055939141342625856
0.15367665534308528,-0.12214752518875713,-0.021063472870195995
-0.007729843033789872,-0.029090636861743922,-0.08312759288675031
-0.15752619038493168,-0.023267493741614884,0.05253451347008066
0.10839970989808455,0.14234933029532942,-0.0043859901004475324
0.10613278431694816,0.14148022929085194,0.14521852449316883
-0.03405750381767662,0.2171662120648146,0.09708005053360741
0.08009019185230241,0.19442758495075121,0.049899656437244005
0.09331870656748838,0.10311339280094331,-0.07002316961933253
-0.14397013865162553,-0.002758018379061029,-0.008391810223636371
0.059086771153768806,-0.10852246795998702,0.1309714071643789
0.052822707268305985,-0.1395846097058399,0.1067965681085862
0.03692170786845055,-0.09299321647583207,-0.0823501491466349
0.06247131752417065,-0.11371838964916493,0.041116691126179716
-0.008349850479900684,-0.1043717002567708,-0.1301922079313518
-0.002904442936855068,0.2468210121170242,0.028362076194092888
0.03210077310352157,0.34165627301286156,0.08021572634655179
0.07331504977847665,0.33990058644200877,0.06869472424272308
0.07891734714066323,-0.02252876893605896,0.1667221699750203
-0.13842554397168833,-0.019747907653881163,-0.12856133228282832
-0.05042493933698971,-0.18604485461278022,0.006059340368767592
0.03954553155146843,-0.19221056172304465,0.042057829321226474
-0.06634093364940978,-0.13520415919933224,-0.019057529035816936
-0.101172969846555,-0.09117258823607886,-0.1626606322937262
0.09061986391357053,-0.1636896875271281,-0.011878916948115159
0.1350773236745302,-0.0817643231219669,0.0010196648344755503
-0.0992641737315617,-0.0368241989560326,-0.11589686726141109
-0.08732912747053796,-0.10000555506218323,-0.10247596379578709
-0.0859883547456998,-0.16973399116549803,-0.09888753552961918
-0.07373613499584096,-0.19893465318441883,-0.1373269362999182
-0.011843775770310913,-0.21058713356044972,-0.10427552083504446
0.01574561737803904,-0.2043634633460888,-0.0746211836727237
0.05132925516158104,-0.1659492761488748,-0.1383714259794352
0.06414672185081713,-0.09790495370202315,-0.16955766243840803
-0.11407059089329048,-0.1423133065900186,-0.09512549751231872
0.06933885931324967,-0.18015766737125938,-0.08077937709538636
0.06050955182893167,-0.1432832747118858,-0.10989411733840966
0.08271058927622739,-0.04416501530636146,-0.15816273320334928
0.007924648462244489,-0.16822087882478595,-0.0026979521145423656
0.0018198437725841896,-0.1630908874142917,-0.09300803636487642
-0.05986347295876977,-0.14640815349777733,0.11035879653701028
-0.17522500004689628,0.05263783891163844,-0.06511234349894295
0.10593150344243364,-0.1545959539441618,-0.09616435183445174
0.037743329689999355,-0.14109212939647728,-0.16679743461867985
-0.01012500460211327,-0.15940907269878055,0.020957113519992816
-0.11254000666788165,-0.07491022576494355,0.09625841635280667
-0.15458872850026312,-0.0494089523756597,0.038122231110907276
-0.11257558688690285,0.023119431663606544,-0.16418881298088556
-0.05653301352610811,-0.12315568312495166,-0.12359933347261512
-0.034447453002324935,-0.14991481963020092,-0.13735229157601897
-0.09010882061382974,-0.1938910903679275,-0.04086607432330795
-0.14216022539149448,-0.09945390011205606,-0.06293555822569885
0.11227268729897187,-0.12360834126566066,-0.05596640144273367
0.13520136613617137,-0.1147163190274297,-0.08122202842160275
-0.03618373518732129,-0.20324164166148437,-0.06148364543664831
0.1034944886778631,-0.15115900447345582,-0.15026918894463495
-0.05415743756216628,-0.07355371593086603,-0.16072905843693586
-0.10995526888609095,0.13370433257428094,0.1685523131734159
-0.09725437407034666,0.09971746074478618,0.183530061879055
-0.07693629206458383,0.02753489416881584,-0.14506156602203601
-0.03940491670985368,0.07764246937486337,-0.15948891556082154
-0.004581725086162449,0.06327111462705196,-0.19011877870407606
0.12502726440898787,-0.1329282553095742,0.012850677348177617
-0.12788664297660776,-0.12792903352925145,-0.05443700299630405
0.08543712793616387,-0.09558342193942901,-0.08956740400945822
-0.14472042582218775,-0.06444237655183023,0.0063349031042568915
0.14299896346908286,-0.044579644029513886,0.097296209222251
0.1931272479594837,0.011541324777569244,0.004712522663230275
0.07284851989692039,-0.16466479111100701,0.05735049782250695
-0.1159457868805745,-0.08584684029171517,-0.12639592610883632
-0.11878908322752323,-0.13797862732419658,0.05113038544204619
0.16083180390989602,-0.07244066472294051,-0.10313054840813826
0.07093004735928031,-0.20977337806115054,-0.009620331018917006
-0.08636467657921247,-0.1739030554121623,-0.02016262336947742
-0.19608804723080112,0.0905622244227089,0.009560006956213889
-0.1222292142308909,0.16391723577598247,0.030083663438791722
-0.10729221064845489,0.13208860800677094,-0.06849379080896714
-0.19278181742519326,-0.023774317093950118,-0.0813213885761598
