Date,Ticker,Open,High,Low,Close,Volume
,,MSFT,MSFT,MSFT,MSFT,MSFT
2015-01-02,MSFT,39.77321646014696,40.42104281785247,39.67092877243913,39.858455657958984,27913900
2015-01-05,MSFT,39.52602183181378,39.832888174535164,39.42373413479574,39.49192810058594,39673900
2015-01-06,MSFT,39.534543911420876,39.84993284378193,38.818523597637046,38.912288665771484,36447900
2015-01-07,MSFT,39.19356843777374,39.602722311110746,38.775891948012735,39.40666961669922,29114100
2015-01-08,MSFT,39.849932002360156,40.70233696497748,39.82436089401504,40.56595230102539,29645200
2015-01-09,MSFT,40.582998787525874,40.7620030404408,39.97779207433727,40.2249870300293,23944200
2015-01-12,MSFT,40.421052220702464,40.52334318387245,39.51750480770838,39.72208023071289,23651900
2015-01-13,MSFT,40.037465608941154,40.83872517273108,39.26177715571529,39.51749801635742,35270600
2015-01-14,MSFT,39.17652893066406,39.41520451688657,38.886711130846265,39.17652893066406,29719600
2015-01-15,MSFT,39.398160903694205,39.53454557626936,38.70771166971975,38.76737976074219,32750800
2015-01-16,MSFT,38.62245134379946,39.44928154643893,38.503111975361364,39.41518783569336,35695300
2015-01-20,MSFT,39.466339929198156,39.764683547645696,38.844084841578265,39.54305648803711,36161900
2015-01-21,MSFT,39.15947402273523,39.32995562732765,38.767368608338984,39.142425537109375,39081100
2015-01-22,MSFT,39.534539716167764,40.18236600195738,39.27881889945257,40.17384338378906,35898000
2015-01-23,MSFT,40.369894315149764,40.395465420179136,39.892546427380616,40.216461181640625,26211600
2015-01-26,MSFT,40.06303347236706,40.17384702860842,39.415207127802645,40.071556091308594,42525500
2015-01-27,MSFT,36.61079610503129,36.82389735913314,35.894775761182395,36.36359786987305,169164000
2015-01-28,MSFT,36.431775911453855,36.47439549331623,35.08497501327626,35.11054611206055,84507100
2015-01-29,MSFT,34.888929034801826,35.90328958523435,34.769592882005796,35.80952453613281,63585300
2015-01-30,MSFT,35.417420287708296,35.442994643923065,34.39453383411028,34.437156677246094,78004900
2015-02-02,MSFT,34.59912044495665,35.26399533065164,34.292254112584445,35.187278747558594,50352500
2015-02-03,MSFT,35.485615403198985,35.74133621209748,34.99121902121759,35.46004104614258,52082400
2015-02-04,MSFT,35.749862454884926,35.9800121817297,35.25546927444073,35.66462326049805,41614800
2015-02-05,MSFT,35.9885404392563,36.34654898142778,35.68167411644243,36.184593200683594,36548200
2015-02-06,MSFT,36.380631830445616,36.47439686506861,35.928858392715654,36.150482177734375,34616600
2015-02-09,MSFT,36.005584331956435,36.43178678107129,35.98000997387623,36.107872009277344,31381100
2015-02-10,MSFT,36.43178218162677,36.45735328481204,35.954434328282424,36.312442779541016,29670700
2015-02-11,MSFT,36.355069600218116,36.355069600218116,35.98000937022295,36.12491989135742,38262500
2015-02-12,MSFT,36.36358352525259,36.73011779785156,36.235721522563345,36.73011779785156,33268800
2015-02-13,MSFT,36.97732389550948,37.39500045776367,36.78127116707046,37.39500045776367,40264900
2015-02-17,MSFT,37.74698129764625,37.77273438678963,37.07737150664744,37.41217803955078,33695700
2015-02-18,MSFT,37.45510416177887,37.51519689147742,37.24906960652086,37.36925506591797,27111700
2015-02-19,MSFT,37.06877634048277,37.36923986676834,36.95717419865949,37.34348678588867,27603400
2015-02-20,MSFT,37.352086623970045,37.66972337815486,37.16322515572878,37.65255355834961,29721100
2015-02-23,MSFT,37.51519937605746,37.93584851180635,37.47227646268836,37.901512145996094,32518800
2015-02-24,MSFT,37.9014888298753,38.030257490767085,37.70403765518977,37.849979400634766,25271700
2015-02-25,MSFT,37.72980907894704,37.849994520378445,37.601037091809005,37.7641487121582,29759800
2015-02-26,MSFT,37.76415653441515,37.97018782674298,37.67830743360493,37.824249267578125,28957300
2015-02-27,MSFT,37.8843331970112,37.94442591620957,37.48085070398711,37.643959045410156,33807700
2015-03-02,MSFT,37.48944203955659,37.935847531639645,37.38642639517075,37.66972351074219,31924000
2015-03-03,MSFT,37.39500289237145,37.62679048605148,36.99152042098686,37.15462875366211,31748600
2015-03-04,MSFT,36.92283692143702,37.09453177943192,36.81123804732631,36.965763092041016,25748700
2015-03-05,MSFT,36.97434643904122,37.12028821482629,36.75972868479798,37.00868606567383,23193500
2015-03-06,MSFT,36.91426639122079,37.00869875944671,36.18456708643388,36.364845275878906,36248800
2015-03-09,MSFT,36.21890104641315,37.02586612147543,36.21890104641315,36.785491943359375,32108000
2015-03-10,MSFT,36.3562573305524,36.66530751474769,36.081546783447266,36.081546783447266,39159700
2015-03-11,MSFT,36.32192474777208,36.37343093395878,35.918442156998246,36.03862762451172,32215300
2015-03-12,MSFT,35.480623920881804,35.75533450215073,35.07714132191436,35.21449661254883,59992500
2015-03-13,MSFT,34.93977604507605,35.60079921570377,34.86251351150119,35.523536682128906,58007700
2015-03-16,MSFT,35.60080371033279,35.7467422506171,35.43769207729982,35.67806625366211,35273500
2015-03-17,MSFT,35.514955018727186,35.90985428617466,35.32609356887801,35.79825210571289,31673400
2015-03-18,MSFT,35.566455920841136,36.768316702702194,35.48061012562556,36.48501968383789,44194800
2015-03-19,MSFT,36.27898835979859,36.56228540341075,36.24465200359715,36.304744720458984,33879100
2015-03-20,MSFT,36.536534450109194,36.897090772324994,36.476441729739896,36.81124496459961,71904500
2015-03-23,MSFT,36.81123337921809,37.02585110579384,36.72538432370382,36.794063568115234,26246100
2015-03-24,MSFT,36.725392213545895,37.060195414961925,36.6996391287623,36.82841110229492,25513300
2015-03-25,MSFT,36.84558765345823,36.85417420059066,35.57505048693983,35.592220306396484,43469900
2015-03-26,MSFT,35.386184354837695,35.72098760305891,35.12864037176804,35.37759780883789,37495600
2015-03-27,MSFT,35.30033089559839,35.56645811689016,35.051376764178706,35.17156219482422,34401400
2015-03-30,MSFT,35.28316456850319,35.660893987652805,35.120056221475295,35.16297912597656,35049700
2015-03-31,MSFT,35.00845691838497,35.223074733283966,34.8024256499744,34.90544128417969,34887200
2015-04-01,MSFT,34.85393983806802,34.99129514017121,34.604985604437,34.95695877075195,36865300
2015-04-02,MSFT,34.90542474143931,34.974103981565634,34.441849695005864,34.587791442871094,37487500
2015-04-06,MSFT,34.63072995558142,35.86692736235728,34.49337468816188,35.66947937011719,39223700
2015-04-07,MSFT,35.72099633267052,35.978537103871034,35.463455561470006,35.65231704711914,28809400
2015-04-08,MSFT,35.59222767703041,35.789675729458224,35.231671218199324,35.55788803100586,24753400
2015-04-09,MSFT,35.411942246512766,35.729575720626094,35.411942246512766,35.60939025878906,25723900
2015-04-10,MSFT,35.73815190068438,36.01286238371052,35.54928721555118,35.81541442871094,28022000
2015-04-13,MSFT,35.540696120152845,36.10728677599034,35.53210957736981,35.8497428894043,30276700
2015-04-14,MSFT,35.88409402719498,36.0815420020864,35.53212098068288,35.75532531738281,24244400
2015-04-15,MSFT,35.849763635646774,36.45069426076157,35.78108762767253,36.27899932861328,27343600
2015-04-16,MSFT,36.012859994061486,36.34766316835813,35.90125784436026,36.193138122558594,22509700
2015-04-17,MSFT,35.772499022706384,35.83259502908945,35.33468008197447,35.729576110839844,42387600
