Date,Ticker,Open,High,Low,Close,Volume
,,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
2015-01-02,GOOGL,26.430298664187116,26.58910055297391,26.196068386511584,26.27894401550293,26480000
2015-01-05,GOOGL,26.159842033382823,26.201526888631296,25.693367301046194,25.77822494506836,41182000
2015-01-06,GOOGL,25.82983657629222,25.86506993560834,25.08794265394188,25.14203453063965,54456000
2015-01-07,GOOGL,25.355920458504503,25.382716517088017,24.993657812737325,25.06809425354004,46918000
2015-01-08,GOOGL,24.887457945151546,25.184711493728862,24.56539035849883,25.155433654785156,73054000
2015-01-09,GOOGL,25.218457197288135,25.239299626508316,24.745530930705662,24.84825325012207,42000000
2015-01-12,GOOGL,24.77480783466235,24.826417927884677,24.36143111102275,24.6666259765625,57138000
2015-01-13,GOOGL,24.94005895758154,25.239298298247874,24.6765508458732,24.90184783935547,60958000
2015-01-14,GOOGL,24.83336482637398,25.222425374457995,24.7212132549497,25.10679817199707,52800000
2015-01-15,GOOGL,25.25369009983225,25.296366913259128,24.912269913281328,25.011520385742188,51068000
2015-01-16,GOOGL,24.968841611236375,25.350954698690078,24.965863850974774,25.331602096557617,49658000
2015-01-20,GOOGL,25.446235019043122,25.58717034639147,25.27750978712287,25.305795669555664,46796000
2015-01-21,GOOGL,25.350456986840054,25.896829577862057,25.288425682594664,25.824377059936523,46356000
2015-01-22,GOOGL,25.95389964352086,26.739960219628923,25.899809658931048,26.663537979125977,56068000
2015-01-23,GOOGL,26.69976350422547,27.065995819308014,26.58661808424548,26.8942928314209,45966000
2015-01-26,GOOGL,26.871962210382318,26.871962210382318,26.403997649494404,26.634754180908203,30932000
2015-01-27,GOOGL,26.370750216611732,26.439233025193477,25.847701786405633,25.864078521728516,39148000
2015-01-28,GOOGL,26.053150086223937,26.087391490349304,25.425393534652653,25.429363250732422,35822000
2015-01-29,GOOGL,25.4526860708274,25.566327469471204,24.98521747991436,25.46906280517578,79018000
2015-01-30,GOOGL,25.755397178804277,26.95136059780353,25.71470428149434,26.675941467285156,121108000
2015-02-02,GOOGL,26.51565790915499,26.623841675601184,25.890383074673544,26.41045379638672,75378000
2015-02-03,GOOGL,26.29829887195368,26.670982726731545,26.142972600970907,26.46504020690918,47062000
2015-02-04,GOOGL,26.457098126884944,26.63624458346728,26.05463857193695,26.107738494873047,33896000
2015-02-05,GOOGL,26.198550251057004,26.33551586305348,26.08490884993802,26.29283905029297,33176000
2015-02-06,GOOGL,26.351396927233946,26.80844242635538,26.23428178666283,26.493820190429688,42938000
2015-02-09,GOOGL,26.353878190084156,26.493821571229567,26.17969529680108,26.265546798706055,30314000
2015-02-10,GOOGL,26.40796970983827,26.847150557367968,26.26008689830117,26.805465698242188,47430000
2015-02-11,GOOGL,26.784128022858194,26.89429569442898,26.599026041172312,26.69827651977539,38306000
2015-02-12,GOOGL,26.780653577630602,27.211399015379424,26.648651523608574,27.095773696899414,48590000
2015-02-13,GOOGL,27.170207099790375,27.419822142060017,27.125048507405005,27.35133934020996,47382000
2015-02-17,GOOGL,27.35134319142639,27.442652344719843,26.95930484104793,27.0461483001709,39174000
2015-02-18,GOOGL,26.987089141709472,27.172191085448357,26.775191145468806,26.929027557373047,31164000
2015-02-19,GOOGL,26.920098127130288,27.13795165888912,26.834742613244643,27.117605209350586,30834000
2015-02-20,GOOGL,27.173682686766238,27.173682686766238,26.703238214977,26.886850357055664,38234000
2015-02-23,GOOGL,26.747901276188085,26.76278818461709,26.400525566163825,26.549400329589844,32906000
2015-02-24,GOOGL,26.3781943116169,26.767750872338546,26.350900383097613,26.730533599853516,28406000
2015-02-25,GOOGL,26.7201111342929,27.272437391445322,26.69877083454283,27.161277770996094,40836000
2015-02-26,GOOGL,27.082372141289156,27.796476114958686,27.050114651167004,27.754791259765625,54032000
2015-02-27,GOOGL,27.69821872620895,28.257494342129995,27.64263891703325,27.92053985595703,68328000
2015-03-02,GOOGL,28.13740270585175,28.58353102590686,27.946345210190998,28.5353946685791,50406000
2015-03-03,GOOGL,28.601392128486154,28.82470519613208,28.311086087069015,28.72247886657715,50526000
2015-03-04,GOOGL,28.632160870955687,28.86341337856102,28.411329577132125,28.69965171813965,37964000
2015-03-05,GOOGL,28.763671520139305,28.94132814890123,28.694692732976936,28.853492736816406,35918000
2015-03-06,GOOGL,28.88178084807854,28.920487949727352,28.38850808514351,28.430192947387695,37592000
2015-03-09,GOOGL,28.331932323146948,28.5567333544827,28.239133345815304,28.4897403717041,23478000
2015-03-10,GOOGL,28.21084494636263,28.274366078259387,27.78109150276836,27.782581329345703,40080000
2015-03-11,GOOGL,27.78010186536099,27.99745944103969,27.562248311796857,27.576143264770508,40524000
2015-03-12,GOOGL,27.714599233893736,27.881338684120596,27.56820623701654,27.84809112548828,35602000
2015-03-13,GOOGL,27.751816349465276,28.006393093425856,27.31015371576543,27.442651748657227,35428000
2015-03-16,GOOGL,27.63767986274413,27.976122314552086,27.359282919594186,27.871414184570312,36856000
2015-03-17,GOOGL,27.70516458101788,27.82178373510804,27.512621064660753,27.67142105102539,28892000
2015-03-18,GOOGL,27.67737806853234,28.113087075267696,27.467463944064626,28.095718383789062,35324000
2015-03-19,GOOGL,28.014331638642165,28.13541649704707,27.89523258478781,27.972150802612305,24660000
2015-03-20,GOOGL,28.123012563241794,28.142365166464756,28.012348914683837,28.03567123413086,44320000
2015-03-23,GOOGL,28.08777647665566,28.268412757337785,27.941879471256726,28.0565128326416,30234000
2015-03-24,GOOGL,28.21382568634865,28.875823664903717,28.191493429691473,28.660451889038086,79156000
2015-03-25,GOOGL,28.661937925517922,28.786000541047912,28.137401580810547,28.137401580810547,53070000
2015-03-26,GOOGL,28.020783324852605,28.146831748955687,27.706161082042534,27.970661163330078,49842000
2015-03-27,GOOGL,27.88083767070832,27.99199917716184,27.637676016377597,27.66844367980957,34552000
2015-03-30,GOOGL,27.80243673370841,27.89721963095678,27.630733716947113,27.846601486206055,24788000
2015-03-31,GOOGL,27.68779960529353,27.911608685545964,27.52552585929373,27.527015686035156,34932000
2015-04-01,GOOGL,27.533464889761103,27.71558720175403,27.096763958564374,27.26846694946289,38902000
2015-04-02,GOOGL,27.165248577852495,27.19452641775208,26.81936079062548,26.86253547668457,47760000
2015-04-06,GOOGL,26.73995696639396,27.072445730877497,26.584134744020922,26.993541717529297,33718000
2015-04-07,GOOGL,27.04515541706288,27.301716069367334,26.9756806521466,27.03870391845703,27318000
2015-04-08,GOOGL,27.095276438399615,27.36821572678448,27.095276438399615,27.2362117767334,28386000
2015-04-09,GOOGL,27.254572026203107,27.262511458019304,26.894293331648246,27.19551658630371,32366000
2015-04-10,GOOGL,27.272439040088702,27.286333993484817,27.04466024275433,27.221324920654297,26104000
2015-04-13,GOOGL,27.147385704995774,27.456052454319906,27.11016653724994,27.226287841796875,29326000
2015-04-14,GOOGL,27.123562229879163,27.123562229879163,26.586122888939016,26.78660774230957,47206000
2015-04-15,GOOGL,26.69628997264088,26.95582836787268,26.41888501644893,26.84913444519043,46962000
2015-04-16,GOOGL,26.715641688759465,27.057061851418997,26.70323656372324,26.972204208374023,31722000
2015-04-17,GOOGL,26.664033147859083,26.78759978583808,26.251650269776206,26.437246322631836,49234000
2015-04-20,GOOGL,26.487369835441832,27.085352583011485,26.467519361562132,27.022327423095703,38508000
2015-04-21,GOOGL,27.110659754302254,27.183112277676983,26.907197136796636,26.94243049621582,29128000
2015-04-22,GOOGL,26.94937912364922,27.343401378617795,26.86303164396765,27.253084182739258,31806000
2015-04-23,GOOGL,27.314124854337706,27.848090515983568,27.297748117821563,27.66398048400879,78184000
2015-04-24,GOOGL,28.78500906484416,29.015765609295876,28.204395030107936,28.467905044555664,92168000
2015-04-27,GOOGL,28.423737938239924,28.56020567953115,27.90416326507903,28.093730926513672,48062000
2015-04-28,GOOGL,28.004407560732176,28.178592347834297,27.837668121218687,28.00688934326172,37178000
2015-04-29,GOOGL,27.815332407932466,28.07983435856807,27.740400000869855,27.8590030670166,33622000
2015-04-30,GOOGL,27.71856778607811,27.845112195264498,27.131008125443344,27.232738494873047,47240000
2015-05-01,GOOGL,27.319081850616723,27.35431710025281,26.988578881537837,27.35133934020996,36572000
2015-05-04,GOOGL,27.342904436929107,27.625767056230554,27.164253963044967,27.434711456298828,35260000
2015-05-05,GOOGL,27.30171456447311,27.42329728942022,26.915135791679393,26.94838523864746,28528000
2015-05-06,GOOGL,26.92853899867447,26.992556120335372,26.412437987987172,26.553373336791992,39034000
2015-05-07,GOOGL,26.594062839964238,27.055575929843123,26.472482004515168,26.898759841918945,31844000
2015-05-08,GOOGL,27.237700892382342,27.432726212356606,27.19601603336356,27.241670608520508,28226000
2015-05-11,GOOGL,27.2188401329465,27.461011727885403,27.07542492066937,27.0843563079834,21858000
2015-05-12,GOOGL,26.93696964388075,26.94441499074613,26.549398923022324,26.734500885009766,35282000
2015-05-13,GOOGL,26.820849130077665,26.98808453606404,26.746906781502496,26.772216796875,24238000
2015-05-14,GOOGL,26.99453758837048,27.278394065074853,26.92158908436705,27.25407600402832,31736000
2015-05-15,GOOGL,27.313130030505075,27.323551244821893,26.921587687257777,27.119590759277344,33440000
2015-05-18,GOOGL,26.987095367220647,27.211400432378976,26.909183294650862,27.12852668762207,26706000
2015-05-19,GOOGL,27.194524064190848,27.46249975938141,27.150855297066023,27.258045196533203,47126000
2015-05-20,GOOGL,27.339429035987404,27.594997712177225,27.050610913643407,27.418333053588867,30840000
2015-05-21,GOOGL,27.30370029375701,27.671422441690996,27.25903767703205,27.63172149658203,34170000
2015-05-22,GOOGL,27.515103904681666,27.702687662834755,27.47341904576884,27.518081665039062,24266000
2015-05-26,GOOGL,27.4218090529703,27.459028218009458,26.944913063108935,27.15433120727539,37474000
