Date,3IN.L,FOUR.L,ABDN.L,ASL.L,ATT.L,AEP.L,ASHM.L,ATYM.L,AVON.L,BGFD.L,BBY.L,BAG.L,BWY.L,BHMG.L,BYG.L,BRGE.L,BRSC.L,THRG.L,BRWM.L,BOY.L,BREE.L,BLND.L,BUT.L,CCR.L,CLDN.L,CGT.L,CCL.L,CHG.L,CSN.L,CTY.L,CKN.L,CBG.L,COA.L,CCC.L,CWK.L,DLN.L,DSCV.L,DOM.L,DRX.L,DNLM.L,EDIN.L,EWI.L,ELM.L,EOT.L,FEML.L,FEV.L,FSV.L,FGT.L,FGP.L,FRAS.L,GFRD.L,FUTR.L,GNS.L,GSCT.L,GDWN.L,GFTU.L,GRI.L,GPE.L,GNC.L,GRG.L,HMSO.L,HWG.L,HAS.L,HSL.L,HRI.L,HGT.L,HICL.L,HILS.L,HFG.L,HOC.L,HTG.L,ICGT.L,IGG.L,IEM.L,INCH.L,IPF.L,INPP.L,IWG.L,IAD.L,INVP.L,IPO.L,ITV.L,JMAT.L,JSG.L,JAM.L,JMG.L,JEDT.L,JGGI.L,JII.L,JFJ.L,KLR.L,KIE.L,LRE.L,LWDB.L,EMG.L,MSLH.L,MEGP.L,MRCH.L,MAB.L,MTO.L,MNKS.L,MONY.L,MGAM.L,MGNS.L,MUT.L,NCC.L,OCI.L,OXB.L,OXIG.L,PHI.L,PAGE.L,PAG.L,PEY.L,PPET.L,PAY.L,PNN.L,PINE.L,PTEC.L,PPH.L,PFD.L,PHP.L,QQ.L,RNK.L,RAT.L,RSW.L,RCP.L,ROR.L,RS1.L,RICA.L,SAFE.L,SVS.L,ATR.L,SDP.L,SOI.L,SAIN.L,SNR.L,SRP.L,SRE.L,SXS.L,TATE.L,TW.L,TEP.L,TCAP.L,TPK.L,TRY.L,UTG.L,VSVS.L,VCT.L,VOF.L,VTY.L,JDW.L,SMWH.L,WKP.L
2008-12-10,139.06011962890625,122.63241577148438,396.4248352050781,365.5769348144531,18.899999618530273,249.54507446289062,124.1584701538086,190.99595642089844,27.442752838134766,131.42672729492188,298.382568359375,201.75323486328125,580.9094848632812,130.0,208.89967346191406,122.64127349853516,157.94390869140625,70.73058319091797,224.24072265625,130.6927947998047,77.39087677001953,440.964111328125,297.1341857910156,123.19938659667969,0.9394128918647766,2086.83203125,1485.6695556640625,335.96124267578125,111.24585723876953,209.33474731445312,375.1739807128906,943.3861694335938,29.446666717529297,104.02151489257812,583.1602783203125,731.8724975585938,68.7553939819336,60.95168685913086,543.5765991210938,151.89651489257812,313.7104797363281,28.582250595092773,69.2585220336914,105.86129760742188,338.468017578125,94.81819915771484,75.22063446044922,184.24404907226562,322.384521484375,34.992698669433594,19.195158004760742,197.39987182617188,678.6409912109375,27.44001579284668,958.5311889648438,190.24795532226562,56.75764465332031,180.98641967773438,61.305667877197266,334.19573974609375,1543.37109375,491.81988525390625,71.00900268554688,92.13148498535156,182.94537353515625,68.2094497680664,109.2608642578125,168.7233428955078,142.7457275390625,53.53742218017578,366.761962890625,189.2408447265625,242.70587158203125,82.87322998046875,117.46908569335938,122.5398178100586,84.24881744384766,50.12590789794922,78.1225357055664,186.73455810546875,36.8971061706543,39.727603912353516,1132.08642578125,10.214104652404785,126.72457885742188,29.638315200805664,92.55723571777344,89.58318328857422,246.25,145.19114685058594,522.5610961914062,597.7515869140625,403.9842529296875,226.5522918701172,296.70263671875,75.32925415039062,12.654690742492676,285.28350830078125,139.26255798339844,114.4859390258789,215.26797485351562,48.530067443847656,94.39757537841797,486.29571533203125,443.7461242675781,46.04106521606445,63.39204025268555,327.0793151855469,129.70001220703125,79.68464660644531,193.87489318847656,40.74626541137695,1.084206461906433,84.61913299560547,533.0026245117188,663.215087890625,55.51647186279297,301.6646423339844,34.83695983886719,155.50372314453125,61.48120880126953,169.8758087158203,60.30300521850586,859.4580078125,512.4222412109375,907.9071044921875,79.04474639892578,147.1146240234375,133.44439697265625,39.76446533203125,254.2025146484375,93.70101165771484,106.6952133178711,66.04136657714844,132.20567321777344,33.1369514465332,344.71246337890625,18.156286239624023,429.17889404296875,474.3013916015625,9.923332214355469,337.7032470703125,142.68124389648438,203.35736083984375,105.3531723022461,142.26759338378906,84.25340270996094,407.90509033203125,86.80624389648438,367.3550109863281,306.32537841796875,370.61248779296875,609.5307006835938
2008-12-11,142.19683837890625,124.37013244628906,370.1807861328125,364.83074951171875,18.950000762939453,250.543212890625,124.40632629394531,194.74093627929688,27.442752838134766,131.42672729492188,296.21575927734375,198.43212890625,573.9464111328125,130.0,222.8263397216797,124.63542938232422,157.4456787109375,75.21346282958984,233.170654296875,132.68052673339844,77.39087677001953,439.3199157714844,296.3876037597656,119.70603942871094,0.940054714679718,2086.83203125,1459.74560546875,337.1837158203125,108.88804626464844,213.30323791503906,370.4501647949219,943.3861694335938,29.446666717529297,103.08150482177734,600.5901489257812,746.80859375,77.44032287597656,59.2931022644043,543.080322265625,153.88206481933594,317.68133544921875,28.68218994140625,69.2585220336914,109.3567123413086,346.45550537109375,97.10897064208984,73.77600860595703,184.7419891357422,324.82061767578125,34.49280548095703,19.35921859741211,194.21600341796875,698.6007690429688,27.140676498413086,1008.8228149414062,183.47467041015625,60.747398376464844,180.98641967773438,60.494728088378906,336.08551025390625,1538.7548828125,531.3289184570312,72.99526977539062,93.37650299072266,178.94656372070312,66.9647445678711,110.45111083984375,185.14773559570312,142.7457275390625,62.00103759765625,423.5701904296875,187.74676513671875,245.18502807617188,84.6205825805664,119.98633575439453,132.7101593017578,84.9922103881836,50.87403869628906,78.1225357055664,180.77490234375,35.8998908996582,38.73442077636719,1126.5693359375,10.214104652404785,125.72676086425781,30.436655044555664,91.55982208251953,89.38412475585938,247.75,144.69224548339844,550.3779296875,591.07275390625,410.8815002441406,228.0427703857422,287.55426025390625,81.5328598022461,12.902824401855469,287.2648010253906,135.2063751220703,114.35767364501953,218.7642059326172,49.520477294921875,102.34683990478516,486.29571533203125,456.3960266113281,45.792633056640625,63.39204025268555,327.0793151855469,133.19190979003906,77.686279296875,200.0808868408203,44.224605560302734,1.0563039779663086,85.6146240234375,541.3097534179688,674.3800048828125,56.59601593017578,305.6208190917969,39.81366729736328,180.05697631835938,61.48120880126953,162.40322875976562,63.79160690307617,942.919677734375,521.3945922851562,911.3970336914062,80.38955688476562,138.91400146484375,135.68922424316406,37.7762336730957,262.9080505371094,93.70101165771484,104.70091247558594,65.54476928710938,130.71466064453125,33.1369514465332,334.2054138183594,18.405004501342773,483.6976318359375,463.015380859375,9.72486686706543,337.7032470703125,141.576904296875,209.85726928710938,106.84402465820312,145.00827026367188,95.57374572753906,423.0588073730469,86.80624389648438,366.1466064453125,323.2880554199219,361.9010925292969,609.5307006835938
2008-12-12,136.27203369140625,125.11487579345703,352.2242126464844,356.1266174316406,18.549999237060547,248.54685974121094,123.91067504882812,194.44134521484375,28.4406795501709,125.92979431152344,285.1645202636719,194.28089904785156,549.5760498046875,134.5,213.87351989746094,120.64710235595703,153.9579315185547,72.72297668457031,218.28744506835938,123.2388687133789,77.39087677001953,428.2239685058594,288.17547607421875,118.30866241455078,0.9297875165939331,2086.83203125,1408.8939208984375,330.37359619140625,111.674560546875,204.87033081054688,318.239013671875,943.3861694335938,28.54060173034668,101.20158386230469,602.08447265625,676.608642578125,75.26911163330078,59.04433822631836,536.626953125,156.36410522460938,309.2429504394531,27.682811737060547,69.2585220336914,107.85868072509766,340.7638244628906,93.72261810302734,70.33878326416016,178.01956176757812,320.7604064941406,31.99332618713379,19.03110122680664,206.9514617919922,689.6189575195312,26.990991592407227,1008.8228149414062,171.7211456298828,59.07426834106445,173.44529724121094,57.41322708129883,332.9026794433594,1487.2064208984375,495.9070739746094,70.51244354248047,92.62948608398438,169.199462890625,67.46261596679688,108.07073211669922,179.9218292236328,142.7457275390625,63.18202590942383,409.61737060546875,187.49781799316406,227.83116149902344,81.6251449584961,118.72770690917969,126.26065826416016,82.51432037353516,50.12590789794922,76.62974548339844,190.34640502929688,36.8971061706543,36.996337890625,1070.8480224609375,9.466731071472168,118.94149780273438,29.13935661315918,88.9167709350586,86.69664001464844,240.0,138.7050018310547,523.057861328125,593.0764770507812,408.1718444824219,218.6030731201172,243.04888916015625,75.77238464355469,12.406559944152832,281.5689697265625,132.72760009765625,112.4346694946289,214.7685546875,44.568416595458984,93.90074920654297,475.8750915527344,438.53717041015625,48.02836990356445,63.39204025268555,338.4559020996094,137.1826629638672,76.9368896484375,200.57733154296875,40.994712829589844,0.960638701915741,85.6146240234375,526.03515625,677.7296752929688,49.03955078125,304.1372375488281,44.790382385253906,171.8726043701172,59.47476577758789,162.40322875976562,65.03751373291016,911.1245727539062,510.4283142089844,900.4282836914062,79.19417572021484,137.42294311523438,135.68922424316406,40.510040283203125,242.51222229003906,90.21215057373047,99.96442413330078,63.80686950683594,124.75043487548828,33.63525390625,342.08563232421875,17.907575607299805,507.8452453613281,467.06683349609375,8.682914733886719,330.75048828125,132.74221801757812,223.97158813476562,103.61384582519531,141.27098083496094,86.66593933105469,414.36407470703125,84.81072235107422,358.8962097167969,318.5484924316406,367.625732421875,550.1959228515625
2008-12-15,132.08969116210938,122.63241577148438,366.0369567871094,362.0953063964844,18.450000762939453,240.5614776611328,126.63671875,179.76092529296875,28.4406795501709,131.42672729492188,285.8145751953125,198.9302978515625,566.9833374023438,130.0,210.3917999267578,119.89930725097656,157.94390869140625,74.46635437011719,220.27188110351562,121.25111389160156,77.39087677001953,443.42974853515625,292.65478515625,115.7469253540039,0.9349209666252136,2096.816650390625,1389.94921875,340.5014343261719,111.4602279663086,205.36631774902344,375.9198913574219,943.3861694335938,28.54060173034668,103.39482879638672,582.6622924804688,704.9874877929688,77.44032287597656,59.70777130126953,512.3024291992188,154.87490844726562,316.44049072265625,28.582250595092773,69.2585220336914,110.35540008544922,344.458740234375,95.11699676513672,73.02880859375,181.2563018798828,303.50433349609375,34.49280548095703,19.523279190063477,200.5837860107422,692.6129150390625,27.240447998046875,1033.7198486328125,178.494384765625,59.20305633544922,177.97000122070312,58.71072006225586,342.1528015136719,1541.832275390625,490.4575500488281,71.00900268554688,97.85857391357422,167.94981384277344,69.45413970947266,111.4032974243164,179.17523193359375,142.7457275390625,65.34712219238281,457.45587158203125,181.2727813720703,228.07904052734375,83.37249755859375,85.16512298583984,125.02039337158203,83.7532730102539,48.13084411621094,79.36652374267578,189.98521423339844,37.39575958251953,35.75484085083008,1123.2591552734375,9.466731071472168,116.34711456298828,29.313993453979492,89.46533966064453,83.81004333496094,242.25,142.6964874267578,535.9729614257812,585.0618896484375,403.7378845214844,218.35462951660156,250.96095275878906,75.77238464355469,12.902824401855469,287.2648010253906,137.00912475585938,113.33209228515625,218.7642059326172,44.320804595947266,90.67134857177734,481.0853271484375,436.11090087890625,47.20030975341797,63.39204025268555,331.8196105957031,134.68844604492188,79.93444061279297,199.5843963623047,43.23078536987305,0.960638701915741,85.6146240234375,541.3097534179688,674.3800048828125,40.71213150024414,305.12628173828125,44.790382385253906,175.14630126953125,61.03533172607422,164.14682006835938,64.78834533691406,926.5254516601562,512.4222412109375,919.3744506835938,80.98722839355469,138.16851806640625,135.9386444091797,41.25562286376953,247.4868621826172,93.20260620117188,99.71514892578125,66.28964233398438,122.2653579711914,32.88779830932617,351.5823974609375,18.405004501342773,532.73974609375,469.0924987792969,9.496630668640137,319.82476806640625,123.46573638916016,217.6572265625,103.61384582519531,148.4964599609375,78.87161254882812,429.269287109375,85.8084716796875,365.6631774902344,311.56390380859375,363.3944091796875,508.8412170410156
2008-12-16,129.99851989746094,124.37013244628906,367.41815185546875,363.0899658203125,18.450000762939453,253.03871154785156,128.8671112060547,188.149658203125,28.93963623046875,133.92530822753906,288.19818115234375,195.9413299560547,568.4756469726562,127.0,223.8210906982422,121.14566040039062,158.44215393066406,73.47012329101562,220.02377319335938,123.2388687133789,72.39798736572266,440.964111328125,292.15704345703125,122.03496551513672,0.9368463158607483,2096.816650390625,1415.873779296875,341.89825439453125,112.53194427490234,209.8308563232422,353.04638671875,943.3861694335938,28.54060173034668,100.57500457763672,577.68212890625,716.9363403320312,75.26911163330078,58.7126579284668,535.6339721679688,144.94700622558594,319.1705627441406,28.68218994140625,69.2585220336914,111.60376739501953,344.4589538574219,95.61500549316406,72.92915344238281,183.74607849121094,318.32427978515625,35.7425422668457,19.523279190063477,206.9514617919922,702.0940551757812,27.1905574798584,1020.7733154296875,180.98455810546875,58.30210876464844,179.4781951904297,60.81915283203125,342.1528015136719,1544.909912109375,495.9070739746094,71.25729370117188,101.09561920166016,167.94981384277344,65.72003936767578,109.97494506835938,177.4332733154297,142.7457275390625,69.2836685180664,455.9609375,192.2288055419922,233.28518676757812,85.11981201171875,84.74560546875,126.26065826416016,83.25770568847656,50.62467575073242,77.87373352050781,184.20620727539062,37.89442443847656,37.244625091552734,1154.1544189453125,9.466731071472168,116.04779815673828,29.837894439697266,91.55982208251953,86.69664001464844,252.0,140.70074462890625,555.3452758789062,570.7025146484375,394.86993408203125,222.5776824951172,237.362060546875,76.880126953125,13.15095329284668,296.1797790527344,144.6707305908203,111.66536712646484,216.76638793945312,45.80644607543945,104.83100891113281,506.14447021484375,450.9953308105469,47.20030975341797,63.39204025268555,308.1181945800781,132.6930694580078,79.93444061279297,202.3150177001953,42.23696517944336,0.9526664018630981,85.11688232421875,546.13330078125,698.94384765625,37.010955810546875,315.5115051269531,44.790382385253906,181.69387817382812,57.44355773925781,159.9123992919922,65.03751373291016,894.2333984375,498.46514892578125,949.2889404296875,82.28226470947266,140.90203857421875,135.9386444091797,43.492366790771484,248.7305145263672,92.4549789428711,99.71514892578125,65.04829406738281,124.00492095947266,33.1369514465332,342.6918029785156,17.41014289855957,546.6805419921875,455.491455078125,9.72486686706543,316.84503173828125,118.16481018066406,219.51443481445312,106.84402465820312,143.5133514404297,82.02635955810547,439.2060852050781,84.81072235107422,370.98028564453125,312.56170654296875,354.93182373046875,492.6590576171875
2008-12-17,123.02814483642578,119.15703582763672,359.13067626953125,368.06378173828125,18.399999618530273,259.0277404785156,133.82357788085938,184.25489807128906,28.93963623046875,134.42506408691406,298.5992431640625,192.62030029296875,587.3750610351562,122.0,225.56190490722656,124.38614654541016,162.9263916015625,74.2173080444336,230.1939697265625,122.49345397949219,72.39798736572266,440.1420593261719,291.41046142578125,127.39149475097656,0.9432628154754639,2096.816650390625,1441.798095703125,338.58062744140625,118.53361511230469,212.31109619140625,372.9363708496094,943.3861694335938,29.446666717529297,103.39482879638672,547.802001953125,714.4468994140625,69.84099578857422,58.7126579284668,522.7271728515625,138.9902801513672,321.1561279296875,28.88206672668457,69.2585220336914,114.84951782226562,354.43505859375,99.69855499267578,72.72989654541016,182.25221252441406,318.52728271484375,38.49197006225586,19.03110122680664,200.5837860107422,695.6069946289062,27.44001579284668,1063.595947265625,183.47467041015625,61.77703857421875,183.24874877929688,59.19725799560547,337.7763977050781,1644.9285888671875,504.0813293457031,73.74011993408203,106.07569885253906,172.6984100341797,64.525146484375,109.49898529052734,178.6775360107422,145.23257446289062,74.79491424560547,448.4862060546875,175.2967987060547,231.30194091796875,88.86407470703125,77.61351776123047,142.6324005126953,84.7444839477539,49.87651824951172,78.86892700195312,187.8180389404297,36.8971061706543,36.996337890625,1190.566650390625,9.596277236938477,117.344970703125,29.987594604492188,94.85122680664062,86.89569854736328,249.0,143.19540405273438,531.5020751953125,586.7315673828125,402.9989318847656,224.56494140625,234.1478271484375,78.65254211425781,13.15095329284668,292.2175598144531,139.9385528564453,112.3064193725586,220.76205444335938,48.530067443847656,105.82463836669922,510.6104736328125,457.2525329589844,47.82138442993164,63.39204025268555,322.3389892578125,132.19422912597656,78.93527221679688,207.52806091308594,42.23696517944336,1.0244152545928955,85.11688232421875,552.0287475585938,696.3385009765625,35.468849182128906,319.46771240234375,39.81366729736328,191.51515197753906,59.028900146484375,166.38861083984375,64.28998565673828,914.1054077148438,488.74505615234375,967.2377319335938,80.2899398803711,139.16249084472656,136.43746948242188,47.71735763549805,224.8523406982422,93.70101165771484,102.45731353759766,65.54476928710938,124.9989013671875,34.133541107177734,348.1473693847656,17.41014289855957,537.220458984375,475.16949462890625,10.419498443603516,296.9801940917969,115.51445007324219,225.0858917236328,112.80741882324219,141.52008056640625,89.07843017578125,431.5050354003906,84.31180572509766,392.2481994628906,306.07586669921875,348.7092590332031,490.861083984375
2008-12-18,129.6501007080078,127.10081481933594,324.59881591796875,369.8046569824219,18.5,262.0223083496094,137.78863525390625,181.25892639160156,28.93963623046875,135.17465209960938,296.432373046875,203.41368103027344,600.8036499023438,120.5,238.24510192871094,126.13105773925781,163.92294311523438,74.2173080444336,236.64332580566406,122.99037170410156,72.39798736572266,464.3890075683594,292.15704345703125,123.4322738647461,0.93877112865448,2096.816650390625,1437.8094482421875,345.73980712890625,114.4610824584961,212.31109619140625,372.9363708496094,943.3861694335938,29.446666717529297,117.80746459960938,582.6622924804688,728.8851318359375,69.84099578857422,58.7126579284668,531.16650390625,140.97579956054688,324.630615234375,29.681570053100586,69.2585220336914,115.3488540649414,361.7311096191406,101.98934173583984,76.51583862304688,184.24404907226562,330.7080078125,40.99144744873047,19.687328338623047,206.9514617919922,697.6029052734375,26.74153709411621,1096.4598388671875,178.494384765625,65.12327575683594,189.2816619873047,61.62997055053711,351.1044616699219,1684.9365234375,501.3565673828125,71.75383758544922,112.54979705810547,172.44850158691406,65.02301788330078,109.97494506835938,179.67295837402344,145.23257446289062,74.79491424560547,443.5030212402344,167.32867431640625,236.01226806640625,93.8564453125,78.87212371826172,151.5625,84.9922103881836,51.37282180786133,80.3616943359375,208.0446014404297,38.39297866821289,38.486122131347656,1196.0833740234375,9.596277236938477,119.93933868408203,30.86077308654785,96.74625396728516,89.08551788330078,252.0,139.9523468017578,544.4171752929688,598.0855102539062,405.4622802734375,231.52056884765625,237.1148223876953,79.53883361816406,11.910298347473145,286.76953125,143.54408264160156,110.25513458251953,220.76205444335938,50.5108757019043,115.76123809814453,585.0435791015625,462.462646484375,49.022071838378906,63.39204025268555,319.9689025878906,132.6930694580078,80.93360900878906,213.2376251220703,40.994712829589844,0.9805687069892883,85.6146240234375,561.1396484375,717.1802368164062,30.84250831604004,321.1986083984375,39.81366729736328,196.42575073242188,61.72891616821289,161.65597534179688,64.78834533691406,893.240234375,504.4466857910156,973.2206420898438,78.34745788574219,144.38113403320312,137.9341278076172,52.68790817260742,223.1112060546875,99.43273162841797,105.44877624511719,66.78617858886719,126.73848724365234,34.6318359375,360.87701416015625,17.41014289855957,520.7902221679688,475.4589538574219,11.411832809448242,305.9194030761719,117.72313690185547,229.9144744873047,114.7951889038086,137.28443908691406,102.81138610839844,452.869140625,81.81737518310547,404.81561279296875,299.8396911621094,344.2290954589844,478.27490234375
2008-12-19,114.31510162353516,127.10081481933594,297.31866455078125,358.11627197265625,18.899999618530273,267.51226806640625,138.77993774414062,180.00057983398438,28.93963623046875,138.9225311279297,288.41485595703125,224.6684112548828,587.8724975585938,120.0,244.46234130859375,128.6237335205078,175.1334228515625,73.71917724609375,231.9303436279297,116.5302963256836,69.90148162841797,457.4024353027344,300.6182861328125,133.21377563476562,0.9169540405273438,2096.816650390625,1491.65234375,353.94671630859375,111.4602279663086,206.35841369628906,362.9913330078125,943.3861694335938,29.446666717529297,110.91446685791016,657.3624267578125,746.80859375,72.37405395507812,57.5516357421875,530.1734008789062,146.9325714111328,316.6884765625,29.98138427734375,69.2585220336914,118.84429931640625,361.7319030761719,97.10897064208984,84.68547821044922,187.72975158691406,329.6930236816406,41.74129104614258,20.179506301879883,210.13536071777344,698.6007690429688,27.140676498413086,1115.3814697265625,174.41053771972656,62.93535614013672,187.3963623046875,60.33259963989258,339.5667419433594,1654.1612548828125,483.6455993652344,71.00900268554688,112.54979705810547,173.9480438232422,66.91494750976562,109.02285766601562,201.07440185546875,152.4445343017578,75.1885986328125,420.8294677734375,178.2847442626953,237.74765014648438,93.60682678222656,77.19400024414062,152.05857849121094,79.78861236572266,51.12343978881836,83.09849548339844,218.3385009765625,38.89163589477539,38.486122131347656,1234.702392578125,9.347150802612305,129.7180938720703,28.839975357055664,94.95096588134766,92.56932830810547,241.5,157.4151611328125,531.5020751953125,580.720703125,409.64984130859375,220.59036254882812,232.4170379638672,74.66453552246094,10.173380851745605,287.2648010253906,141.96664428710938,108.71674346923828,214.7685546875,51.0060920715332,111.53815460205078,643.5975952148438,436.6600036621094,51.3406982421875,63.39204025268555,317.12469482421875,138.67916870117188,82.68218231201172,215.96815490722656,43.23078536987305,0.9407085180282593,77.65046691894531,570.2509765625,701.1769409179688,21.589750289916992,313.0389404296875,39.81366729736328,186.60447692871094,61.20872497558594,150.9453125,64.28998565673828,860.9482421875,475.28643798828125,962.2517700195312,75.30919647216797,144.1326141357422,139.4306182861328,54.67613220214844,218.8828582763672,98.68511199951172,108.68951416015625,69.02066040039062,131.21157836914062,34.6318359375,367.1410217285156,13.181963920593262,497.8874206542969,477.7740173339844,12.652251243591309,318.3349914550781,119.71087646484375,229.54302978515625,112.06199645996094,130.5572967529297,96.13053131103516,467.0290832519531,80.81959533691406,382.0975646972656,307.32318115234375,344.97576904296875,478.27490234375
2008-12-22,112.2239761352539,127.10081481933594,294.2109069824219,350.1580810546875,18.799999237060547,266.26458740234375,138.77993774414062,184.25489807128906,28.4406795501709,137.92311096191406,282.5643310546875,224.50230407714844,596.824951171875,118.0,238.7425079345703,128.6237335205078,175.1334228515625,75.46253204345703,221.2640380859375,110.0701675415039,69.90148162841797,450.82708740234375,294.64569091796875,132.28216552734375,0.9304293394088745,2096.816650390625,1422.853759765625,338.0567321777344,113.17498016357422,205.86239624023438,362.9913330078125,943.3861694335938,30.35272979736328,114.98758697509766,617.5225219726562,736.8514404296875,64.95572662353516,57.21996307373047,547.5479125976562,138.9902801513672,319.6669921875,29.781505584716797,69.2585220336914,117.84559631347656,361.7318115234375,97.30818176269531,84.08772277832031,189.7215576171875,319.5423278808594,43.2409782409668,18.867042541503906,197.39987182617188,692.6129150390625,27.140676498413086,1070.5670166015625,176.80113220214844,68.9843521118164,188.52755737304688,62.278770446777344,338.17437744140625,1587.99462890625,501.3565673828125,71.25729370117188,112.30081939697266,171.94862365722656,64.67448425292969,106.88050079345703,196.5950927734375,155.9261474609375,77.1568603515625,428.5533752441406,180.7747802734375,234.27685546875,89.86255645751953,71.74008178710938,148.83380126953125,79.78861236572266,49.37776565551758,81.10812377929688,194.13888549804688,40.88607406616211,37.7412223815918,1167.3953857421875,9.09802532196045,125.72676086425781,29.812950134277344,96.84598541259766,88.88645935058594,244.5,157.4151611328125,538.9530639648438,593.0764770507812,402.9989318847656,222.5776824951172,222.03244018554688,77.54483795166016,10.669642448425293,286.76953125,142.6426544189453,108.84490203857422,207.27664184570312,52.49168395996094,107.81195831298828,585.5396118164062,447.0802307128906,50.51264572143555,63.39204025268555,317.59869384765625,139.67694091796875,79.93444061279297,206.0386199951172,40.49781036376953,0.9526664018630981,65.20648193359375,559.5320434570312,692.9887084960938,28.83772850036621,319.46771240234375,39.81366729736328,188.2413787841797,63.958290100097656,153.93434143066406,65.78510284423828,849.52197265625,473.7911071777344,889.4595947265625,74.81109619140625,140.15658569335938,140.17889404296875,52.19084548950195,215.15191650390625,97.68829345703125,103.7037582397461,66.04136657714844,130.9630889892578,34.6318359375,353.8050842285156,13.928112030029297,504.85784912109375,471.4075927734375,14.884998321533203,321.811279296875,114.8517837524414,220.6287841796875,113.55282592773438,142.51670837402344,95.38817596435547,474.481689453125,81.3185043334961,374.1221618652344,307.32318115234375,341.7402038574219,503.447265625
2008-12-23,119.19438171386719,127.10081481933594,283.1605529785156,354.38580322265625,18.799999237060547,254.53598022460938,138.5321502685547,181.25892639160156,28.4406795501709,139.92196655273438,282.5643310546875,222.50967407226562,604.2852783203125,122.19999694824219,243.71629333496094,129.37159729003906,178.37205505371094,73.96824645996094,219.5276336669922,113.54869079589844,69.90148162841797,466.03265380859375,295.64105224609375,131.35060119628906,0.9432628154754639,2096.816650390625,1472.708251953125,340.5014343261719,112.74630737304688,215.78346252441406,333.1565246582031,943.3861694335938,31.258792877197266,109.66116333007812,632.4622802734375,751.2894897460938,70.02191162109375,58.380882263183594,555.987060546875,137.9974822998047,321.1561279296875,29.781505584716797,69.2585220336914,116.3475570678711,360.4342956542969,97.85596466064453,84.68547821044922,189.7215576171875,321.77545166015625,40.24160385131836,19.03110122680664,197.39987182617188,703.5909423828125,27.040874481201172,1065.5877685546875,176.80113220214844,69.88529205322266,188.90457153320312,61.305667877197266,352.09906005859375,1651.08349609375,508.1684265136719,69.5193099975586,114.04383087158203,171.94862365722656,65.5208969116211,109.97494506835938,197.34165954589844,152.94187927246094,75.1885986328125,418.5870056152344,182.5177764892578,240.4746551513672,89.36331176757812,67.12522888183594,146.849365234375,81.27538299560547,50.87403869628906,79.36652374267578,202.0850067138672,40.88607406616211,37.49292755126953,1182.8428955078125,8.719356536865234,127.722412109375,29.488632202148438,100.1373519897461,89.48369598388672,229.5,151.92686462402344,550.874755859375,607.7696533203125,402.0135498046875,224.56494140625,218.57095336914062,78.20941925048828,10.669642448425293,283.7975769042969,140.8398895263672,108.84490203857422,204.27984619140625,52.49168395996094,109.79924011230469,561.7210083007812,447.0802307128906,49.68458557128906,63.39204025268555,310.4883117675781,145.91244506835938,80.1842269897461,214.47874450683594,43.72768020629883,0.9287498593330383,66.45088195800781,549.8847045898438,704.5263671875,25.753501892089844,304.6318054199219,35.83229446411133,189.87826538085938,63.958290100097656,151.19442749023438,67.77859497070312,894.2333984375,478.27728271484375,920.3713989257812,79.5926284790039,142.89012145996094,141.92491149902344,51.69380187988281,218.8828582763672,95.44544982910156,103.7037582397461,69.2689208984375,128.2294921875,34.88100051879883,359.8668212890625,16.16655731201172,522.7819213867188,476.0377502441406,12.652251243591309,310.63726806640625,116.39791107177734,240.87158203125,115.0436782836914,144.50999450683594,97.2440185546875,471.0037536621094,71.34077453613281,382.58099365234375,307.32318115234375,350.2027587890625,467.48663330078125
