Date,^FTMC
2008-12-11,0.008899683823187524
2008-12-12,-0.023597538432487526
2008-12-15,0.00515434334092213
2008-12-16,0.0074181771316965284
2008-12-17,0.009013676393928926
2008-12-18,0.013213503283632333
2008-12-19,-0.01680287520959935
2008-12-22,-0.008564694068044977
2008-12-23,0.009041899554369695
2008-12-24,0.004395425517790941
2008-12-29,0.005494912650877679
2008-12-30,0.015716878282844963
2008-12-31,-0.014096328868283997
2009-01-02,0.041012560268579225
2009-01-05,0.017648748079195174
2009-01-06,0.01964212277420907
2009-01-07,-0.017110252552545033
2009-01-08,-0.010405457408893388
2009-01-09,-0.0057544483298797595
2009-01-12,0.004812653745348054
2009-01-13,-0.020963066905642758
2009-01-14,-0.02845845079724681
2009-01-15,-0.025238851638446774
2009-01-16,0.0071620586696521426
2009-01-19,-0.005471305076589607
2009-01-20,-0.011879453122470835
2009-01-21,0.0028288862927296067
2009-01-22,0.0012331216327439915
2009-01-23,-0.012892664832054179
2009-01-26,0.027236941039914017
2009-01-27,0.00038353027087710924
2009-01-28,0.02605327897361497
2009-01-29,-0.02381885519830976
2009-01-30,-0.003481532995669809
2009-02-02,-0.03225455285085779
2009-02-03,0.012870343824876911
2009-02-04,0.03067873155453852
2009-02-05,0.010918127905726488
2009-02-06,0.026327670745088644
2009-02-09,0.014824722329835274
2009-02-10,-0.024934018225315133
2009-02-11,9.230439892636799e-05
2009-02-12,0.0008616728668536276
2009-02-13,0.003761047757211468
2009-02-16,-0.00993209753306092
2009-02-17,-0.03083303196306566
2009-02-18,-0.0031811385376760096
2009-02-19,-0.004476993124103209
2009-02-20,-0.034207184574732284
2009-02-23,-0.01500686321974505
2009-02-24,-0.002283279855728929
2009-02-25,0.022833330553565085
2009-02-26,0.01341457061158385
2009-02-27,-0.012273270184742632
2009-03-02,-0.03167459260908855
2009-03-03,-0.0016735785933793407
2009-03-04,0.039018842657648226
2009-03-05,-0.024645782109333273
2009-03-06,-0.01764298414145641
2009-03-09,-0.010654037971199406
2009-03-10,0.0315602001982165
2009-03-11,0.01200204544034994
2009-03-12,0.005807123797444716
2009-03-13,0.016475785909419574
2009-03-16,0.017341629872517948
2009-03-17,-0.009373491665516143
2009-03-18,-0.003240960530263578
2009-03-19,0.011226042058998275
2009-03-20,0.0017232818509943528
2009-03-23,0.018763033789752803
2009-03-24,0.0019382727267208079
2009-03-25,-0.005088193009782708
2009-03-26,0.0017250576419056377
2009-03-27,-0.004806206622757725
2009-03-30,-0.02023005063178759
2009-03-31,0.023750556965725176
2009-04-01,0.025878547163759757
2009-04-02,0.0411974161291091
2009-04-03,0.016023875350711893
2009-04-06,-0.00589359927385306
2009-04-07,-0.024329596649985328
2009-04-08,-0.00023813812290740644
2009-04-09,0.03804128082674798
2009-04-14,0.024528731755170338
2009-04-15,-0.00600219066167247
2009-04-16,0.0161016865884346
2009-04-17,0.011409088576142886
2009-04-20,-0.04063556361877518
2009-04-21,-0.004198862299364523
2009-04-22,0.024415793393719742
2009-04-23,0.0029982939171861746
2009-04-24,0.025882267399488987
2009-04-27,-0.012273429853218923
2009-04-28,-0.017277720040895894
2009-04-29,0.027948764287467925
2009-04-30,0.022974074185402614
2009-05-01,0.005602526556137732
2009-05-05,0.034465805429107016
2009-05-06,0.0043799905297490106
2009-05-07,-0.011101693736417622
2009-05-08,0.002809455120752938
2009-05-11,-0.02540259468915152
2009-05-12,0.0017723169041994698
2009-05-13,-0.03370749528614408
2009-05-14,0.007783770296043024
2009-05-15,0.005918818291547982
2009-05-18,0.013781432818886502
2009-05-19,0.015934936789981483
2009-05-20,0.004626693292427678
2009-05-21,-0.029071217559801167
2009-05-22,0.003866125600865855
2009-05-26,-0.0015260594143676693
2009-05-27,0.00768620174700048
2009-05-28,-0.009241220961400674
2009-05-29,0.0071172107496743926
2009-06-01,0.02434468478748657
2009-06-02,0.0017384925638093296
2009-06-03,-0.010853699396405143
2009-06-04,-0.003661660055702298
2009-06-05,0.011319319110937108
2009-06-08,-0.007696718760476334
2009-06-09,0.0004941992017953048
2009-06-10,0.0049670118008096195
