Date,^FTMC
2009-11-16,9523.2998046875
2009-11-17,9401.2001953125
2009-11-18,9431.099609375
2009-11-19,9236.900390625
2009-11-20,9167.599609375
2009-11-23,9270.099609375
2009-11-24,9181.2001953125
2009-11-25,9170.7998046875
2009-11-26,8880.5
2009-11-27,9031.5
2009-11-30,8918.400390625
2009-12-01,9135.099609375
2009-12-02,9169.0
2009-12-03,9175.7998046875
2009-12-04,9196.0
2009-12-07,9173.2998046875
2009-12-08,9031.7998046875
2009-12-09,8919.5
2009-12-10,8958.599609375
2009-12-11,9000.7001953125
2009-12-14,9037.7998046875
2009-12-15,9026.900390625
2009-12-16,9141.400390625
2009-12-17,9057.400390625
2009-12-18,8999.099609375
2009-12-21,9099.7998046875
2009-12-22,9148.599609375
2009-12-23,9194.400390625
2009-12-24,9212.0
2009-12-29,9317.400390625
2009-12-30,9307.099609375
2009-12-31,9306.900390625
2010-01-04,9510.099609375
2010-01-05,9557.099609375
2010-01-06,9589.5
2010-01-07,9630.400390625
2010-01-08,9689.099609375
2010-01-11,9726.400390625
2010-01-12,9603.5
2010-01-13,9569.5
2010-01-14,9568.0
2010-01-15,9538.2001953125
2010-01-18,9572.099609375
2010-01-19,9555.400390625
2010-01-20,9472.2998046875
2010-01-21,9418.099609375
2010-01-22,9325.2001953125
2010-01-25,9293.099609375
2010-01-26,9292.900390625
2010-01-27,9245.2998046875
2010-01-28,9213.7998046875
2010-01-29,9237.2998046875
2010-02-01,9312.099609375
2010-02-02,9480.7998046875
2010-02-03,9417.7998046875
2010-02-04,9223.7998046875
2010-02-05,9035.900390625
2010-02-08,9010.400390625
2010-02-09,9020.0
2010-02-10,9064.2998046875
2010-02-11,9127.900390625
2010-02-12,9053.0
2010-02-15,9073.0
2010-02-16,9176.2998046875
2010-02-17,9329.900390625
2010-02-18,9385.2998046875
2010-02-19,9431.400390625
2010-02-22,9441.7001953125
2010-02-23,9387.900390625
2010-02-24,9359.2001953125
2010-02-25,9226.900390625
2010-02-26,9344.400390625
2010-03-01,9479.7998046875
2010-03-02,9598.7001953125
2010-03-03,9612.2001953125
2010-03-04,9665.2998046875
2010-03-05,9774.7001953125
2010-03-08,9786.400390625
2010-03-09,9774.7001953125
2010-03-10,9865.2998046875
2010-03-11,9854.400390625
2010-03-12,9941.599609375
2010-03-15,9879.0
2010-03-16,9930.0
2010-03-17,10008.5
2010-03-18,10004.2001953125
2010-03-19,10019.7998046875
2010-03-22,9991.900390625
2010-03-23,10030.099609375
2010-03-24,10081.099609375
2010-03-25,10190.900390625
2010-03-26,10223.599609375
2010-03-29,10209.5
2010-03-30,10186.099609375
2010-03-31,10165.2998046875
2010-04-01,10309.5
2010-04-06,10434.0
2010-04-07,10420.099609375
2010-04-08,10379.5
2010-04-09,10463.2998046875
2010-04-12,10481.7998046875
2010-04-13,10418.900390625
2010-04-14,10495.599609375
2010-04-15,10539.2001953125
2010-04-16,10447.7998046875
2010-04-19,10390.900390625
2010-04-20,10487.599609375
2010-04-21,10469.2001953125
2010-04-22,10435.599609375
2010-04-23,10601.5
2010-04-26,10690.099609375
2010-04-27,10470.099609375
2010-04-28,10299.0
2010-04-29,10393.0
2010-04-30,10366.0
2010-05-04,10151.400390625
2010-05-05,9982.099609375
2010-05-06,9902.7001953125
2010-05-07,9491.900390625
2010-05-10,10004.7998046875
2010-05-11,9976.900390625
2010-05-12,10186.900390625
2010-05-13,10286.0
2010-05-14,10022.900390625
2010-05-17,9932.0
2010-05-18,9993.2001953125
2010-05-19,9670.599609375
2010-05-20,9433.599609375
2010-05-21,9446.900390625
2010-05-24,9477.599609375
2010-05-25,9189.400390625
2010-05-26,9392.7001953125
2010-05-27,9647.2998046875
2010-05-28,9637.099609375
2010-06-01,9621.5
2010-06-02,9660.400390625
2010-06-03,9801.2001953125
2010-06-04,9599.900390625
2010-06-07,9477.7001953125
2010-06-08,9356.2001953125
2010-06-09,9487.2001953125
2010-06-10,9609.7001953125
2010-06-11,9662.599609375
2010-06-14,9795.400390625
2010-06-15,9880.2998046875
2010-06-16,9860.0
2010-06-17,9863.7998046875
2010-06-18,9952.7001953125
2010-06-21,9997.7998046875
2010-06-22,9938.7001953125
2010-06-23,9833.2001953125
2010-06-24,9698.2998046875
2010-06-25,9606.099609375
2010-06-28,9644.900390625
2010-06-29,9365.2998046875
2010-06-30,9366.099609375
2010-07-01,9139.7001953125
2010-07-02,9276.400390625
2010-07-05,9301.400390625
2010-07-06,9501.099609375
2010-07-07,9562.7001953125
2010-07-08,9719.2001953125
2010-07-09,9745.7998046875
2010-07-12,9774.2001953125
2010-07-13,9938.400390625
2010-07-14,9895.599609375
2010-07-15,9852.5
2010-07-16,9775.2998046875
2010-07-19,9726.5
2010-07-20,9691.2998046875
2010-07-21,9846.2998046875
2010-07-22,10003.2001953125
2010-07-23,10093.7001953125
2010-07-26,10138.099609375
2010-07-27,10106.400390625
2010-07-28,10019.7001953125
2010-07-29,10074.2001953125
2010-07-30,9948.7001953125
2010-08-02,10161.2001953125
2010-08-03,10135.900390625
2010-08-04,10126.400390625
2010-08-05,10166.099609375
2010-08-06,10089.7998046875
2010-08-09,10212.2001953125
2010-08-10,10079.7998046875
2010-08-11,9854.5
2010-08-12,9788.2998046875
2010-08-13,9782.2998046875
2010-08-16,9774.2001953125
2010-08-17,9911.900390625
2010-08-18,9886.7998046875
2010-08-19,9835.099609375
2010-08-20,9761.2001953125
2010-08-23,9826.2001953125
2010-08-24,9700.900390625
2010-08-25,9623.599609375
2010-08-26,9677.900390625
2010-08-27,9779.900390625
2010-08-31,9825.099609375
2010-09-01,10060.900390625
2010-09-02,10141.0
2010-09-03,10204.099609375
2010-09-06,10240.400390625
2010-09-07,10181.2998046875
2010-09-08,10216.7001953125
2010-09-09,10325.7001953125
2010-09-10,10401.7998046875
2010-09-13,10508.2998046875
2010-09-14,10472.400390625
2010-09-15,10494.2998046875
2010-09-16,10442.099609375
2010-09-17,10441.0
2010-09-20,10548.2001953125
2010-09-21,10545.099609375
2010-09-22,10448.2998046875
2010-09-23,10426.0
2010-09-24,10539.0
2010-09-27,10562.7001953125
2010-09-28,10552.400390625
2010-09-29,10562.5
2010-09-30,10531.7998046875
2010-10-01,10592.5
2010-10-04,10563.7998046875
2010-10-05,10682.0
2010-10-06,10800.2001953125
2010-10-07,10765.599609375
2010-10-08,10724.900390625
2010-10-11,10804.7998046875
2010-10-12,10753.599609375
2010-10-13,10902.0
2010-10-14,10882.7001953125
2010-10-15,10833.5
2010-10-18,10875.099609375
2010-10-19,10826.2001953125
2010-10-20,10831.900390625
2010-10-21,10904.7001953125
2010-10-22,10894.7001953125
2010-10-25,10978.099609375
2010-10-26,10940.7001953125
2010-10-27,10827.2998046875
2010-10-28,10848.7998046875
2010-10-29,10843.5
2010-11-01,10875.2998046875
2010-11-02,10927.5
2010-11-03,10876.2998046875
2010-11-04,11016.5
2010-11-05,11080.0
2010-11-08,11047.599609375
2010-11-09,11106.900390625
2010-11-10,10994.5
2010-11-11,10899.099609375
2010-11-12,10866.5
2010-11-15,10923.2001953125
2010-11-16,10717.7001953125
2010-11-17,10713.2001953125
2010-11-18,10844.400390625
2010-11-19,10827.099609375
2010-11-22,10796.599609375
2010-11-23,10619.2998046875
2010-11-24,10731.099609375
2010-11-25,10835.0
2010-11-26,10809.400390625
2010-11-29,10689.599609375
2010-11-30,10607.7998046875
2010-12-01,10809.2998046875
2010-12-02,11076.7998046875
2010-12-03,11082.2001953125
2010-12-06,11151.400390625
2010-12-07,11299.400390625
2010-12-08,11218.7001953125
2010-12-09,11263.400390625
2010-12-10,11281.0
2010-12-13,11359.7001953125
2010-12-14,11409.7998046875
2010-12-15,11372.7998046875
2010-12-16,11329.0
2010-12-17,11426.7998046875
2010-12-20,11433.099609375
2010-12-21,11506.7001953125
2010-12-22,11550.2001953125
2010-12-23,11569.2001953125
2010-12-24,11492.900390625
2010-12-29,11628.900390625
2010-12-30,11569.400390625
2010-12-31,11558.7998046875
2011-01-04,11722.599609375
2011-01-05,11741.599609375
2011-01-06,11716.900390625
2011-01-07,11674.400390625
2011-01-10,11575.2998046875
2011-01-11,11735.2998046875
2011-01-12,11765.2998046875
2011-01-13,11767.0
2011-01-14,11742.400390625
2011-01-17,11741.5
2011-01-18,11830.2998046875
2011-01-19,11728.2001953125
2011-01-20,11505.0
2011-01-21,11532.7001953125
2011-01-24,11573.400390625
2011-01-25,11501.599609375
2011-01-26,11612.2998046875
2011-01-27,11617.400390625
2011-01-28,11546.0
2011-01-31,11471.5
2011-02-01,11608.5
2011-02-02,11606.7001953125
2011-02-03,11575.7998046875
2011-02-04,11666.5
2011-02-07,11811.099609375
2011-02-08,11830.5
2011-02-09,11796.599609375
2011-02-10,11721.599609375
2011-02-11,11797.7998046875
2011-02-14,11833.900390625
2011-02-15,11749.7001953125
2011-02-16,11807.2998046875
2011-02-17,11827.7998046875
2011-02-18,11828.2998046875
2011-02-21,11727.7001953125
2011-02-22,11652.400390625
2011-02-23,11521.900390625
2011-02-24,11409.7001953125
2011-02-25,11609.0
2011-02-28,11621.2998046875
2011-03-01,11574.099609375
2011-03-02,11543.400390625
2011-03-03,11652.400390625
2011-03-04,11723.0
2011-03-07,11747.900390625
2011-03-08,11743.5
2011-03-09,11730.2001953125
2011-03-10,11515.599609375
2011-03-11,11409.5
2011-03-14,11349.7001953125
2011-03-15,11151.2001953125
2011-03-16,11033.099609375
2011-03-17,11236.400390625
2011-03-18,11345.7998046875
2011-03-21,11511.2001953125
2011-03-22,11441.599609375
2011-03-23,11447.400390625
2011-03-24,11605.5
2011-03-25,11629.2998046875
2011-03-28,11637.400390625
2011-03-29,11636.400390625
2011-03-30,11676.400390625
2011-03-31,11592.0
2011-04-01,11708.7001953125
2011-04-04,11766.599609375
2011-04-05,11737.7001953125
2011-04-06,11781.400390625
2011-04-07,11659.400390625
2011-04-08,11726.2001953125
2011-04-11,11689.7001953125
2011-04-12,11541.599609375
2011-04-13,11615.7998046875
2011-04-14,11603.2001953125
2011-04-15,11679.2001953125
2011-04-18,11490.7998046875
2011-04-19,11574.5
2011-04-20,11756.2001953125
2011-04-21,11810.5
2011-04-26,11869.400390625
2011-04-27,11895.0
2011-04-28,12013.900390625
2011-05-03,12014.7998046875
2011-05-04,11909.099609375
2011-05-05,11845.7001953125
2011-05-06,11907.2001953125
2011-05-09,11896.099609375
2011-05-10,12055.2001953125
2011-05-11,12017.900390625
2011-05-12,11967.099609375
2011-05-13,11999.2001953125
2011-05-16,11943.599609375
2011-05-17,11836.0
2011-05-18,11887.5
2011-05-19,11986.5
2011-05-20,11992.2001953125
2011-05-23,11795.7001953125
2011-05-24,11858.7998046875
2011-05-25,11825.2001953125
2011-05-26,11841.0
2011-05-27,11958.7998046875
2011-05-31,12060.7998046875
2011-06-01,12009.7998046875
2011-06-02,11963.0
2011-06-03,11972.7001953125
2011-06-06,11996.900390625
2011-06-07,12008.7998046875
2011-06-08,11870.900390625
2011-06-09,11911.599609375
2011-06-10,11786.0
2011-06-13,11779.5
2011-06-14,11861.400390625
2011-06-15,11763.400390625
2011-06-16,11631.900390625
2011-06-17,11661.7998046875
2011-06-20,11537.7998046875
2011-06-21,11654.900390625
2011-06-22,11636.2001953125
2011-06-23,11453.7001953125
2011-06-24,11528.2998046875
2011-06-27,11549.099609375
2011-06-28,11606.400390625
2011-06-29,11799.2001953125
2011-06-30,11934.0
2011-07-01,12040.2998046875
2011-07-04,12102.2998046875
2011-07-05,12145.400390625
2011-07-06,12131.7001953125
2011-07-07,12167.7998046875
2011-07-08,12074.2998046875
2011-07-11,11880.099609375
2011-07-12,11778.0
2011-07-13,11843.2001953125
2011-07-14,11766.599609375
2011-07-15,11746.7998046875
2011-07-18,11527.7998046875
2011-07-19,11592.400390625
2011-07-20,11701.5
2011-07-21,11706.7001953125
2011-07-22,11820.2998046875
2011-07-25,11786.2001953125
2011-07-26,11788.900390625
2011-07-27,11650.2998046875
2011-07-28,11615.599609375
2011-07-29,11552.099609375
2011-08-01,11443.0
2011-08-02,11188.599609375
2011-08-03,10994.599609375
2011-08-04,10570.599609375
2011-08-05,10313.099609375
2011-08-08,9862.0
2011-08-09,10090.5
2011-08-10,9891.0
2011-08-11,10139.7001953125
2011-08-12,10432.099609375
2011-08-15,10531.7998046875
2011-08-16,10412.7001953125
2011-08-17,10369.400390625
2011-08-18,9860.2001953125
2011-08-19,9759.099609375
2011-08-22,9854.7998046875
2011-08-23,9922.099609375
2011-08-24,10041.599609375
2011-08-25,10021.400390625
2011-08-26,9997.099609375
2011-08-30,10243.2001953125
2011-08-31,10525.900390625
2011-09-01,10576.7998046875
2011-09-02,10381.0
2011-09-05,10084.099609375
2011-09-06,10071.2001953125
2011-09-07,10321.2998046875
2011-09-08,10365.099609375
2011-09-09,10151.400390625
2011-09-12,9983.7998046875
2011-09-13,10011.099609375
2011-09-14,10107.900390625
2011-09-15,10324.099609375
2011-09-16,10428.2001953125
2011-09-19,10229.0
2011-09-20,10308.599609375
2011-09-21,10266.0
2011-09-22,9888.2998046875
2011-09-23,9815.5
2011-09-26,9839.2001953125
2011-09-27,10127.099609375
2011-09-28,10038.7001953125
2011-09-29,9985.5
2011-09-30,9819.400390625
2011-10-03,9750.599609375
2011-10-04,9425.900390625
2011-10-05,9567.7998046875
2011-10-06,9888.599609375
2011-10-07,9958.0
2011-10-10,10140.7998046875
2011-10-11,10155.099609375
2011-10-12,10320.0
2011-10-13,10230.5
2011-10-14,10338.5
2011-10-17,10250.400390625
2011-10-18,10178.900390625
2011-10-19,10231.7998046875
2011-10-20,10111.099609375
2011-10-21,10265.5
2011-10-24,10469.099609375
2011-10-25,10428.400390625
2011-10-26,10422.400390625
2011-10-27,10733.2998046875
2011-10-28,10773.099609375
2011-10-31,10479.7001953125
2011-11-01,10167.599609375
2011-11-02,10251.7001953125
2011-11-03,10406.7001953125
2011-11-04,10387.7998046875
2011-11-07,10302.2001953125
2011-11-08,10419.2998046875
2011-11-09,10268.900390625
2011-11-10,10187.400390625
2011-11-11,10389.2998046875
2011-11-14,10347.7998046875
2011-11-15,10260.099609375
2011-11-16,10275.599609375
2011-11-17,10150.2998046875
2011-11-18,10044.400390625
2011-11-21,9767.900390625
2011-11-22,9703.099609375
2011-11-23,9568.7998046875
2011-11-24,9601.900390625
2011-11-25,9640.2998046875
2011-11-28,9908.5
2011-11-29,10031.599609375
2011-11-30,10315.2998046875
2011-12-01,10203.7998046875
2011-12-02,10307.2998046875
2011-12-05,10368.2998046875
2011-12-06,10312.2998046875
2011-12-07,10280.2001953125
2011-12-08,10086.099609375
2011-12-09,10130.599609375
2011-12-12,9901.2001953125
2011-12-13,9961.0
2011-12-14,9744.2001953125
2011-12-15,9827.2998046875
2011-12-16,9803.2001953125
2011-12-19,9748.400390625
2011-12-20,9868.400390625
2011-12-21,9843.0
2011-12-22,9903.599609375
2011-12-23,9984.2001953125
2011-12-28,10013.2001953125
2011-12-29,10056.2998046875
2011-12-30,10102.900390625
2012-01-03,10362.0
2012-01-04,10273.7998046875
2012-01-05,10144.599609375
2012-01-06,10245.900390625
2012-01-09,10251.099609375
2012-01-10,10347.7001953125
2012-01-11,10372.599609375
2012-01-12,10466.5
2012-01-13,10457.7001953125
2012-01-16,10478.599609375
2012-01-17,10592.2001953125
2012-01-18,10661.099609375
2012-01-19,10808.2998046875
2012-01-20,10825.900390625
2012-01-23,10867.599609375
2012-01-24,10736.900390625
2012-01-25,10748.400390625
2012-01-26,10908.7998046875
2012-01-27,10854.7001953125
2012-01-30,10694.2001953125
2012-01-31,10769.400390625
2012-02-01,11021.0
2012-02-02,11086.5
2012-02-03,11235.2001953125
2012-02-06,11237.7001953125
2012-02-07,11193.7001953125
2012-02-08,11161.900390625
2012-02-09,11234.599609375
2012-02-10,11167.599609375
2012-02-13,11275.599609375
2012-02-14,11245.7001953125
2012-02-15,11288.900390625
2012-02-16,11203.400390625
2012-02-17,11312.2001953125
2012-02-20,11420.2001953125
2012-02-21,11379.5
2012-02-22,11449.2001953125
2012-02-23,11505.7001953125
2012-02-24,11527.0
2012-02-27,11472.099609375
2012-02-28,11529.2001953125
2012-02-29,11449.5
2012-03-01,11535.400390625
2012-03-02,11538.400390625
2012-03-05,11414.099609375
2012-03-06,11144.099609375
2012-03-07,11287.099609375
2012-03-08,11458.400390625
2012-03-09,11528.0
2012-03-12,11563.900390625
2012-03-13,11750.099609375
2012-03-14,11750.2998046875
2012-03-15,11699.2998046875
2012-03-16,11792.900390625
2012-03-19,11785.5
2012-03-20,11633.2001953125
2012-03-21,11656.7998046875
2012-03-22,11551.7001953125
2012-03-23,11566.7001953125
2012-03-26,11734.7001953125
2012-03-27,11710.7001953125
2012-03-28,11589.7001953125
2012-03-29,11431.0
2012-03-30,11538.900390625
2012-04-02,11655.099609375
2012-04-03,11638.7998046875
2012-04-04,11352.5
2012-04-05,11380.599609375
2012-04-10,11136.2001953125
2012-04-11,11234.0
2012-04-12,11414.5
2012-04-13,11311.099609375
2012-04-16,11255.400390625
2012-04-17,11426.2998046875
2012-04-18,11432.0
2012-04-19,11423.0
2012-04-20,11444.900390625
2012-04-23,11181.599609375
2012-04-24,11272.2001953125
2012-04-25,11334.5
2012-04-26,11361.400390625
2012-04-27,11479.7001953125
2012-04-30,11417.599609375
2012-05-01,11503.900390625
2012-05-02,11475.900390625
2012-05-03,11483.2998046875
2012-05-04,11156.2001953125
2012-05-08,10872.5
2012-05-09,10788.2001953125
2012-05-10,10943.400390625
2012-05-11,11016.400390625
2012-05-14,10813.599609375
2012-05-15,10722.5
2012-05-16,10675.2998046875
2012-05-17,10592.900390625
2012-05-18,10431.900390625
2012-05-21,10435.5
2012-05-22,10579.5
2012-05-23,10375.7001953125
2012-05-24,10472.5
2012-05-25,10417.5
2012-05-29,10657.900390625
2012-05-30,10494.7998046875
2012-05-31,10558.2001953125
2012-06-01,10346.7001953125
2012-06-06,10583.7998046875
2012-06-07,10745.099609375
2012-06-08,10699.0
2012-06-11,10658.2001953125
2012-06-12,10561.2001953125
2012-06-13,10538.599609375
2012-06-14,10574.599609375
2012-06-15,10729.7001953125
2012-06-18,10721.400390625
2012-06-19,10870.900390625
2012-06-20,11022.7998046875
2012-06-21,10944.7001953125
2012-06-22,10823.900390625
2012-06-25,10671.400390625
2012-06-26,10665.400390625
2012-06-27,10752.0
2012-06-28,10688.2998046875
2012-06-29,10932.099609375
2012-07-02,11093.5
2012-07-03,11189.7998046875
2012-07-04,11161.2001953125
2012-07-05,11130.900390625
2012-07-06,11070.599609375
2012-07-09,10983.2998046875
2012-07-10,11065.5
2012-07-11,10967.7998046875
2012-07-12,10924.099609375
2012-07-13,11043.7998046875
2012-07-16,11075.2998046875
2012-07-17,11019.2001953125
2012-07-18,11085.7001953125
2012-07-19,11242.5
2012-07-20,11168.900390625
2012-07-23,10896.900390625
2012-07-24,10885.900390625
2012-07-25,10873.400390625
2012-07-26,11039.5
2012-07-27,11179.0
2012-07-30,11238.900390625
2012-07-31,11136.7001953125
2012-08-01,11186.2001953125
2012-08-02,11076.599609375
2012-08-03,11301.099609375
2012-08-06,11426.400390625
2012-08-07,11460.900390625
2012-08-08,11436.400390625
2012-08-09,11464.0
2012-08-10,11470.7998046875
2012-08-13,11436.7998046875
2012-08-14,11504.2998046875
2012-08-15,11498.099609375
2012-08-16,11502.2998046875
2012-08-17,11618.099609375
2012-08-20,11563.2998046875
2012-08-21,11639.5
2012-08-22,11494.400390625
2012-08-23,11466.5
2012-08-24,11449.099609375
2012-08-28,11375.2001953125
2012-08-29,11387.7001953125
2012-08-30,11325.900390625
2012-08-31,11410.2001953125
2012-09-03,11503.099609375
2012-09-04,11428.7998046875
2012-09-05,11446.099609375
2012-09-06,11676.400390625
2012-09-07,11808.0
2012-09-10,11841.5
2012-09-11,11780.400390625
2012-09-12,11811.099609375
2012-09-13,11846.5
2012-09-14,12116.099609375
2012-09-17,12080.900390625
2012-09-18,11933.7001953125
2012-09-19,11974.2001953125
2012-09-20,11929.0
2012-09-21,11950.0
2012-09-24,11903.099609375
2012-09-25,11931.400390625
2012-09-26,11737.900390625
2012-09-27,11754.400390625
2012-09-28,11734.099609375
2012-10-01,11867.5
2012-10-02,11894.400390625
2012-10-03,11872.7001953125
2012-10-04,11954.400390625
2012-10-05,12061.400390625
2012-10-08,11974.599609375
2012-10-09,11911.7998046875
2012-10-10,11828.2998046875
2012-10-11,11898.400390625
2012-10-12,11838.2998046875
2012-10-15,11855.7001953125
2012-10-16,11985.2998046875
2012-10-17,12045.900390625
2012-10-18,12071.2998046875
2012-10-19,12074.2998046875
2012-10-22,12040.0
2012-10-23,11891.099609375
2012-10-24,11862.7001953125
2012-10-25,11972.2001953125
2012-10-26,11925.900390625
2012-10-29,11920.7001953125
2012-10-30,11954.2998046875
2012-10-31,11935.0
2012-11-01,12091.7998046875
2012-11-02,12120.7998046875
2012-11-05,12030.5
2012-11-06,12081.599609375
2012-11-07,11961.2998046875
2012-11-08,11895.7001953125
2012-11-09,11842.400390625
2012-11-12,11803.2998046875
2012-11-13,11797.2001953125
