MDS1,MDS2,MDS3,Cluster
-0.05777911451942165,-0.1293286100956415,0.11079741364558636,0
-0.058422427667459274,-0.03561044473090601,0.17106060169053705,0
0.035758089507636766,-0.16917257101083336,0.06178262725979629,0
-0.17820212434634458,0.04649778337805407,-0.022307842598547824,1
-0.09995986792880854,0.011920302474854979,0.1558738911970056,1
-0.1637934393594913,0.092531536510161,-0.018978776033395227,1
0.06420371548658496,-0.14873005574480141,0.09022075486795222,0
0.06058525754977481,-0.17171916046337424,0.032068789398176874,0
-0.11386216738416866,0.042768967642613814,0.14037963426467065,1
0.12382043473025005,-0.14116828175636786,-0.044381930087683756,3
-0.08006197366598392,-0.10224905954120221,0.12557577196416359,0
0.02424091195639675,-0.17928724167032653,0.0069979671560600806,0
0.07931460546892553,-0.12123579948864079,0.1168236775857539,0
-0.17205626240361216,0.022784163708204085,-0.062256885029757666,1
-0.1581139795330201,0.08383948377781145,-0.06427848010045062,1
-0.15268610823842146,0.09143645759736498,0.060358746437925784,1
-0.16647122081054114,-0.01790583108753841,0.07076686005314704,1
-0.07773890798522237,-0.0089336127183552,0.16792830233363945,0
0.1282002363522667,-0.005094971232744896,-0.12282338140466514,3
0.12770558345964306,0.020663390512808397,-0.12585455916167407,3
0.10766008511453046,0.012789585476516131,-0.1391717560626793,3
0.09272326989621883,0.007727055258886001,-0.1799127271442445,3
0.04320602943386765,-0.015878550453049776,-0.19079517134853946,3
-0.1521738517302249,-0.059365884449591774,0.06794029463173222,0
0.07273878759847455,-0.12706892122908273,-0.12503598169554422,3
0.17896075205598613,0.01783978426240387,-0.056977308518475024,2
0.204739581930685,0.02322605792528044,0.030340129389762816,2
0.05599103827059209,-0.04396581114782333,0.19384460359644873,2
-0.10523489994893526,0.12704432056830717,-0.08913205597541217,1
-0.06855647808310648,0.09724707707476664,-0.1471243962625595,3
0.177816224917858,-0.06226608951030705,0.06539835954891418,2
-0.16710380756231463,0.07107353221751728,0.04282462808055298,1
-0.034471200601322805,-0.15027331575596686,0.09217358292285677,0
-0.02046871871245211,0.04844612523929646,-0.17490650272751548,3
-0.11648266979603734,-0.10651798758004728,0.05845801162826191,0
-0.1497189332312535,-0.22611847736642818,-0.037810781358040134,0
-0.17832263952121563,0.007641299765696932,0.04015021847572138,1
-0.17654429022664084,0.0012280229270009212,-0.04072402182264737,1
-0.13142549900803338,0.02146726444946055,0.12801907043029828,1
-0.12353669076827976,-0.07801031026007428,0.10258596555935218,0
-0.03443012718497682,-0.16472661937242264,0.03409752825028665,0
-0.15091768318345272,0.057022515984142985,-0.0999004266644852,1
-0.11087554251869843,0.1015424802171418,-0.08363852781808916,1
-0.10379139480736849,0.10448845612463004,0.07182670326716464,1
-0.1822880397957141,0.021843784507469592,0.004092200589447882,1
-0.1434823030523352,-0.04479809169249505,0.1006184385996506,0
0.15307496725367042,0.06834463158512626,-0.09214566697008592,2
0.13853676162041426,-0.07174533399863227,-0.10463474236935652,3
0.024180236792101756,-0.12131356120141625,-0.15084857824751463,3
-0.13377741605817173,-0.09031823482321902,0.03710530490290748,0
-0.07478202077821804,-0.06208657762772966,0.15559698599579003,0
0.18577741047991525,0.07753475534299877,0.010545672174538258,2
0.13063335942592172,0.10663753925100829,-0.07347113821103815,2
0.16191693991575679,0.030994963870877603,-0.02480387820598274,2
0.11936924411879776,-0.017948076805572716,0.07630104804462429,2
0.10338761633903533,-0.09015747832957277,-0.06270193455958906,3
0.03379122683556646,-0.09329811565032686,-0.09550732225944587,3
-0.06231895957352211,-0.1492874828075884,0.050194459250048215,0
-0.00765987670583364,0.017823642693005837,-0.1636104942492395,3
0.002511563278537788,-0.06659842571257467,-0.06381389802559852,3
0.10635816994773283,-0.03894804331120562,-0.12763669681338047,3
0.06413621096956904,0.054139201060492165,-0.15657107417423177,3
0.15092728047106752,-0.03270429306984056,-0.09662643064250656,3
0.058651625935269944,-0.017906832981346644,-0.1540985305478388,3
0.079037789456838,-0.044397202859763674,-0.07811538820331816,3
-0.07501932181115582,-0.2284941926860912,-0.026148304939455334,0
-0.08360242068023552,-0.22435286226153636,-0.05894200817691979,0
-0.047616280583355174,-0.2022093885208103,-0.09434032777816324,0
-0.08243164803713704,-0.14610489093434592,-0.1353714208384123,3
-0.13209089030086274,-0.17433753007707298,-0.09933697084525048,0
-0.0925034372037948,-0.176621410241648,-0.10450123855885356,0
-0.03645306988153043,-0.1703737735018665,-0.11660175012414638,3
-0.013487173540940426,-0.16581600342956168,-0.11220587780810715,3
-0.024559732618117044,-0.041585025935665064,-0.16814516423060258,3
-0.06602629523656275,-0.07808458715423802,-0.17429721678645738,3
-0.06011944566950414,0.02658844411647315,-0.19069782376036057,3
0.18541599145821813,-0.030934948683555168,-0.05629297052970037,2
0.17111104651449052,-0.05179300148106589,-0.033190965973851454,2
0.1446112514789186,-0.05904814788825783,-0.06324708165084549,3
0.09065084530201688,0.05889714008407387,-0.14366298215441947,3
0.051374697623876676,0.028167973370863127,-0.14346717825088348,3
0.02798645863454387,0.0032492992638902328,-0.13239183862388126,3
0.007934010912354862,-0.06477279879925243,-0.14996103674896524,3
-0.00028052230368134554,-0.12586951271623795,-0.138502431327032,3
-0.003953802128431815,-0.132391033431603,-0.11530463843428779,3
-0.17848176080778705,-0.017847669352402975,0.011302255863748863,1
-0.02613267374653298,-0.10374613878638121,-0.16770793216484575,3
0.0029995694291226425,0.013073361477269806,-0.1937696470986269,3
0.03291604329960245,0.08513604746933677,-0.17341714290348018,3
0.06129106708740896,-0.11561039526275917,-0.11618751863347936,3
0.004089406623438372,-0.0531789854970381,-0.18058276225754652,3
0.11814697588098322,0.07960487779152865,-0.1142146141023138,3
0.18456545591415394,-0.02591457734240227,0.004441607013382682,2
0.06826147455705954,-0.07974804015180664,-0.14374192217964024,3
0.10523681162058705,-0.09943518456512758,-0.09943425465251172,3
-0.07222698032598664,0.1620704911218131,-0.029652553463592163,1
0.18539746549227706,0.0015320328374023844,0.010799321321919957,2
0.14615617675877085,0.0914229352949408,-0.05045101847037704,2
0.055036547716203636,0.15553861903474614,-0.09816687917934484,2
0.1892137039755769,0.026064102538391146,0.068887950133435,2
0.14083304098271843,0.08278191829479234,0.15215992994596758,2
0.10425932747808621,-0.12027309902607389,0.09955395805453737,0
0.11231911046573588,-0.03810273822615946,0.14885460816274051,2
0.11241106936692177,-0.14471547271676213,0.04244756170571891,0
0.05128855596345305,-0.17650268472703956,-0.012395726017425382,0
-0.16294547184358663,-0.05222782346168831,0.005763954604525042,0
-0.17270560385692227,-0.025347341949524267,-0.024051593001178994,1
0.13025839154545726,-0.13633947918220007,0.02102306250798492,0
0.0018833408498452595,-0.11675740289822811,0.1417293665649068,0
0.01961834227861902,-0.1558738820152472,0.0947288555550927,0
-0.1691318172514926,0.05981971659682842,-0.05386121909488068,1
0.05059181915415331,-0.15136691034893868,-0.08591298749264173,3
-0.07621321131553195,-0.06566630173006219,-0.14724401916316926,3
-0.12517407190027838,0.04756724681575559,-0.1372996105625456,3
-0.16069279890936566,-0.056271289400461215,0.035839281726458214,0
0.0909714219058184,-0.16314545701581024,-0.02605596841837054,0
-0.027340617409826146,-0.0371282359334499,0.1770284605707218,0
0.08443672859930824,-0.1542475031742451,0.06163725220251604,0
-0.07856745039129898,0.07313612393194034,-0.1627768504375952,3
0.08555227953585583,-0.16605020590633207,0.005831392858657437,0
-0.1465771496209639,0.0655158277023916,0.08788137372936178,1
-0.1749729915914106,0.06225257266260695,0.014343110330614294,1
-0.15400495361310643,0.01350568685021295,0.0989692098141465,1
0.1804495029980531,0.06296683206171015,-0.02951596212570001,2
0.1463892461659008,-0.0015203283902664065,-0.06717752338997715,2
-0.10259867107860556,-0.06967127936256735,0.13294665665612515,0
0.0041233013777046456,-0.17627001212577087,0.03356911788839222,0
-0.016224857979717962,-0.1352143470440464,0.12171388474389523,0
