Date,PSN.L,SMT.L
2009-12-17,436.8873596191406,102.44600677490234
2009-12-18,436.8873596191406,99.94976043701172
2009-12-21,442.6463317871094,101.84690856933594
2009-12-22,449.7953796386719,102.04660034179688
2009-12-23,446.91595458984375,104.64268493652344
2009-12-24,444.3342590332031,105.84088897705078
2009-12-29,456.44805908203125,107.43848419189453
2009-12-30,453.866455078125,107.63821411132812
2009-12-31,466.1786193847656,107.63821411132812
2010-01-04,458.4338684082031,109.03611755371094
2010-01-05,460.12188720703125,109.83489227294922
2010-01-06,465.6821594238281,109.83489227294922
2010-01-07,496.4628601074219,110.43400573730469
2010-01-08,487.82440185546875,110.23429870605469
2010-01-11,479.68243408203125,110.83338928222656
2010-01-12,475.3135986328125,110.13444519042969
2010-01-13,490.8033142089844,107.83790588378906
2010-01-14,487.52655029296875,107.538330078125
2010-01-15,478.5902404785156,106.34013366699219
2010-01-18,479.7817687988281,107.23881530761719
2010-01-19,468.16448974609375,106.53983306884766
2010-01-20,468.6609802246094,104.04360961914062
2010-01-21,458.7317810058594,102.44600677490234
2010-01-22,449.7953796386719,101.84690856933594
2010-01-25,447.8094787597656,99.84989929199219
2010-01-26,452.8734436035156,98.93128967285156
2010-01-27,436.8873596191406,97.2538070678711
2010-01-28,433.9085693359375,96.65470123291016
2010-01-29,429.8376159667969,99.65018463134766
2010-02-01,439.2703857421875,100.54885864257812
2010-02-02,454.7599792480469,101.44751739501953
2010-02-03,454.7599792480469,100.14946746826172
2010-02-04,437.2845764160156,97.47348022460938
2010-02-05,416.0359191894531,94.85740661621094
2010-02-08,406.3052673339844,96.11552429199219
2010-02-09,407.2981872558594,96.85441589355469
2010-02-10,410.4755554199219,96.79447937011719
2010-02-11,408.0924987792969,98.29226684570312
2010-02-12,405.8087463378906,97.97270965576172
2010-02-15,407.0002746582031,98.45198822021484
2010-02-16,414.447265625,99.05109405517578
2010-02-17,428.9439392089844,101.64720916748047
2010-02-18,422.5892639160156,103.04509735107422
2010-02-19,417.32672119140625,103.8438949584961
2010-02-22,422.0927734375,103.8438949584961
2010-02-23,406.6031188964844,103.44449615478516
2010-02-24,390.2198181152344,104.04360961914062
2010-02-25,388.5318603515625,102.74554443359375
